Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_1nucleus_25min_DIA_1.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_1nucleus_25min_DIA_2.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_1nucleus_25min_DIA_3.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_1nucleus_25min_DIA_4.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_1nucleus_25min_DIA_5.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_1nucleus_25min_DIA_6.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_blank_control_25min_DIA_1.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_blank_control_25min_DIA_2.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_blank_control_25min_DIA_3.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_blank_control_25min_DIA_4.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_blank_control_25min_DIA_5.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_1nucleus_25min_DIA_1.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_1nucleus_25min_DIA_2.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_1nucleus_25min_DIA_3.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_1nucleus_25min_DIA_4.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_1nucleus_25min_DIA_5.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_1nucleus_25min_DIA_6.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_1nucleus_25min_DIA_7.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_1nucleus_25min_DIA_8.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_2nucleus_25min_DIA_1.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_2nucleus_25min_DIA_2.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_2nucleus_25min_DIA_3.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_2nucleus_25min_DIA_4.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_2nucleus_25min_DIA_5.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_2nucleus_25min_DIA_6.raw	E:\dongzhen\0808\Final_used_files\CAF20240808dongzhen_FAXP_ML_cell_2nucleus_25min_DIA_7.raw
Q8K1R3	Q8K1R3	PNPT1_MOUSE	Pnpt1	Polyribonucleotide nucleotidyltransferase 1, mitochondrial	1339.07	1905.91				1578.17							2178.32		2319.83	1895.24	2148.59	1713.9	2094.52	1521.47	1406.27	1693.12	1555.6	2364.37	1595.73	2081.83
Q8K1R7	Q8K1R7	NEK9_MOUSE	Nek9	Serine/threonine-protein kinase Nek9															197.867	1118.03	343.534	1021.74	856.876		676.207				698.027	
Q8K1X1	Q8K1X1	WDR11_MOUSE	Wdr11	WD repeat-containing protein 11	3038.01														619.44	697.801	838.75	838.28	692.181		632.368				1326.52	657.9
Q8K1Z0	Q8K1Z0	COQ9_MOUSE	Coq9	Ubiquinone biosynthesis protein COQ9, mitochondrial	8188.08	7182.36	8430.76	7688.16	3222.55	9212.82						9874.23	9342.72	7174.87	10981.5	10605.4	10215.5	8279.91	11822.7	7979.8	10759.3	10928.1	10499.3	10996.8	9495.58	12330.6
Q8K215	Q8K215	LYRM4_MOUSE	Lyrm4	LYR motif-containing protein 4	4830.52	2964.23		1064.29	1221.08							2996.95	1451.8		1823.1	1950.09	2188.66	1386.33	1717.68	1268.32	1721.35	2214.01	1739.56	1323.24	1952.06	1302.91
Q8K224	Q8K224	NAT10_MOUSE	Nat10	RNA cytidine acetyltransferase			2087.13	5395.45	5446.79	10835.6							3227.04	4778.57	1854.75	1569.47	1931.79	1636.32	1960.36	1933.72	1483.95	1233.97	2648.52	1625.65	3781.96	3545.58
Q8K245	Q8K245	UVRAG_MOUSE	Uvrag	UV radiation resistance-associated protein		1299.88	2689.48			2484.4							1999.39		1981.56	1285.63	2032.02	1979.48	2643.98	1525.61	1877.35	1201.76	2204.68	1814.98	2664.81	3059.32
Q8K268	Q8K268	ABCF3_MOUSE	Abcf3	ATP-binding cassette sub-family F member 3	1279.85			2326.5	1458.59	1417.59						5876.61	1389.71		1452.05	1045.32	1285.11	1817.73	1411.57	1018.36	1266.82	960.361	943.014	1641.78	1227.53	1298.07
Q8K273	Q8K273	EMC5_MOUSE	Mmgt1	ER membrane protein complex subunit 5	4416.23	3247.49		2786.76									3446.68		3141.11	3492.09	1740.75	2996.09	2672.84		1592.83	795.361	1826.06	2792.72	3084.82	2567.82
Q8K274	Q8K274	KT3K_MOUSE	Fn3krp	Ketosamine-3-kinase				900.153								814.496	953.62		903.586	957.89	391.87	968.099	824.987	1120.12	1329.38	800.82	667.136	926.905	622.095	576.862
Q8K284	Q8K284	TF3C1_MOUSE	Gtf3c1	General transcription factor 3C polypeptide 1			1043.54	1559.69		2166.67												514.143	266.959	875.014					661.132	1898.46
Q8K297	Q8K297	GT251_MOUSE	Colgalt1	Procollagen galactosyltransferase 1	1485.48	1447.53	6530.43									1508.14	1063.38	775.73	1431.93	1248.38	1168.17	872.233	1294	1159.93	1553.91	1085.27	1356.49	1500.67	1004.07	1299.7
Q8K2A7	Q8K2A7	INT10_MOUSE	Ints10	Integrator complex subunit 10														363.52		151.56				158.224	216.434				284.704	206.149
Q8K2A8	Q8K2A8	ALG3_MOUSE	Alg3	Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase																195.867	387.692		434.74	461.223	242.81			181.996	374.163	277.101
Q8K2B3	Q8K2B3	SDHA_MOUSE	Sdha	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	23935.5	23961.9	28603.9	18275.2	15457.9	24168.1						32664.5	38061.8	24586.6	35933.6	35256.3	34690.2	29917.5	34533.8	28198.9	42209.7	44252.5	31184.2	34485.4	31875.6	36076.5
Q8K2C6	Q8K2C6	SIR5_MOUSE	Sirt5	NAD-dependent protein deacylase sirtuin-5, mitochondrial				2695.35									1945.04		1352.32	1163.53	1624.59	2014.55	2225.46	1197.59	1232.65	1264.23	1023.87		1554.76	2706.84
Q8K2C7	Q8K2C7	OS9_MOUSE	Os9	Protein OS-9		1141.34		3545.68									2549.35		1569.49	1214.27	1653.3	986.355	1072.5	1845.22	1496.46	1140.57	1552.68		1219.25	
Q8K2C8	Q8K2C8	GPAT4_MOUSE	Gpat4	Glycerol-3-phosphate acyltransferase 4																432.832	541.521	553.384	580.165	358.991	682.356	449.109			346.447	
Q8K2C9	Q8K2C9	HACD3_MOUSE	Hacd3	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3	8011.45	4508.95		6489.73		4507.73						6634.08	5594.06	5868.5	6819.71	8079.91	6677.74	9078.02	7848.66	7221.58	4455.27	5593.7	4080.3	8281.19	8265.49	6274.78
Q8K2F0	Q8K2F0	BRD3_MOUSE	Brd3	Bromodomain-containing protein 3				3461.59	1293.75	3537.64							831.571		563.722	286.042		447.213	322.864	844.831	632.335		1076.53		1222.56	792.136
Q8K2H2	Q8K2H2	OTU6B_MOUSE	Otud6b	Deubiquitinase OTUD6B													645.167		783.876	397.459	502.011	706.03	828.819	637.861	484.017	503.989			473.049	363.502
Q8K2I3	Q8K2I3	FMO2_MOUSE	Fmo2	Dimethylaniline monooxygenase [N-oxide-forming] 2																712.645									478.098	
Q8K2I4	Q8K2I4	MANBA_MOUSE	Manba	Beta-mannosidase													826.536			261.733	957.287	582.335	389.782	601.971				436.321		1034.06
Q8K2K6	Q8K2K6	AGFG1_MOUSE	Agfg1	Arf-GAP domain and FG repeat-containing protein 1			3474.81										503.028	4463.57	458.162	309.703	335.13	659.764			473.965			968.69	679.592	1023.65
Q8K2L8	Q8K2L8	TPC12_MOUSE	Trappc12	Trafficking protein particle complex subunit 12	845.172	893.932											609.957	748.248	606.634	412.703	652.141	233.238	765.53	1299.61	582.032	764.11	619.437	591.632	733.103	
Q8K2M0	Q8K2M0	RM38_MOUSE	Mrpl38	Large ribosomal subunit protein mL38	1016.41	1950.88				1991.39							848.185		1513.21	1694.03	1452.32	1188.78	928.817		2120.12	1945.6	1937.45		1564.03	
Q8K2Q9	Q8K2Q9	SHOT1_MOUSE	Shtn1	Shootin-1													1831.1		1518.53	1564.82	1919.47	1220.36	1649.78	1180.48	1845.94	2361.36	1941.64	2418.51	1502	1060.27
Q8K2T1	Q8K2T1	NMRL1_MOUSE	Nmral1	NmrA-like family domain-containing protein 1				4803.66		3795.92						3783.44			2597.38	1544.46	1065.45	1203.59	2651.69	2165.78	1426.99	1380.24	2347.16		1798.74	3904.84
Q8K2T8	Q8K2T8	PAF1_MOUSE	Paf1	RNA polymerase II-associated factor 1 homolog						6087.81																		1958.15	1507.62	2950.3
Q8K2Y7	Q8K2Y7	RM47_MOUSE	Mrpl47	Large ribosomal subunit protein uL29m													798.212			439.571										787.506
Q8K310	Q8K310	MATR3_MOUSE	Matr3	Matrin-3	4210.69	5729.85	43040.1	15951.1	10567.4	25734.8						6733.62	7276.14	6456.85	5000.49	4398.4	3022.22	4086.47	4030.68	7572.83	4718.91	4105.26	6446.1	4990.77	8235.08	10019.2
Q8K353	Q8K353	CYTM1_MOUSE	Cystm1	Cysteine-rich and transmembrane domain-containing protein 1														24151.5				1033.63								
Q8K363	Q8K363	DDX18_MOUSE	Ddx18	ATP-dependent RNA helicase DDX18	1532.58			4702.01	4742.76	9834.71							2408.79		1176.1	1065.67	659.539	1302.23	801.051	2187.3	1298.62	1005.55	2357.98	2267.62	2235.6	2763.02
Q8K370	Q8K370	ACD10_MOUSE	Acad10	Acyl-CoA dehydrogenase family member 10	5909.49	6328.37		4098.29		2820.88						6637.62	5286.34	2952.56	5553.2	5787.95	5112.29	6437.25	6898.11	4854.4	4619.81	5190.05	6714.71	5424.22	5963.07	4825.89
Q8K386	Q8K386	RAB15_MOUSE	Rab15	Ras-related protein Rab-15	29906.8				3848.56																		25175.1			
Q8K3A9	Q8K3A9	MEPCE_MOUSE	Mepce	7SK snRNA methylphosphate capping enzyme				3567.26	9528.22	7809.17							781.411		949.342	632.413	621.81	1167.94		1175.21	943.073	760.693			1708.05	1283.1
Q8K3B1	Q8K3B1	FBSP1_MOUSE	Fbxo45	F-box/SPRY domain-containing protein 1			3704.24																							1278.98
Q8K3G9	Q8K3G9	DP13B_MOUSE	Appl2	DCC-interacting protein 13-beta			25458.3												838.919	900.166									864.725	5207.95
Q8K3H0	Q8K3H0	DP13A_MOUSE	Appl1	DCC-interacting protein 13-alpha			12045.4										782.935		982.344	838.018	968.863	919.012		1416.02	1078	1181.75		2660.59	1449.63	2029.22
Q8K3J1	Q8K3J1	NDUS8_MOUSE	Ndufs8	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial	7297.62	12986	23606.1			5320.91						10340.7	6770.39	6523.78	7210.63	6732.54	7843.66	4721.63	9031.27	6527.63	10428.1	8948.77	8142.36	7937.21	5312.77	8948.79
Q8K3K7	Q8K3K7	PLCB_MOUSE	Agpat2	1-acyl-sn-glycerol-3-phosphate acyltransferase beta	4660.64	6246.46		7780.33		8896.88						7102.54	7605.65		8767.52	8038.41	10432.6	11703.8	9272.48	9739.69	7511.27	7729.56	4169.56	7854.94	10794	6711.49
Q8K3P0	Q8K3P0	DR9C7_MOUSE	Sdr9c7	Short-chain dehydrogenase/reductase family 9C member 7	17532.7	25411.1	386602	3038.4	10490.5	7021.08	453164	598641	447056	596245	774946	16354.7	17558.5	27105.8	3422.28	2881.35	9803.66	16533.2	32034.7	12080.7	6648.74	2114.62	13823	7067.26	5308.85	21194.4
Q8K400	Q8K400	STXB5_MOUSE	Stxbp5	Syntaxin-binding protein 5																									369.029	
Q8K410	Q8K410	ADA32_MOUSE	Adam32	Disintegrin and metalloproteinase domain-containing protein 32																					2567.94	2160.49				
Q8K411	Q8K411	PREP_MOUSE	Pitrm1	Presequence protease, mitochondrial	586.286	5011.59	6141.81										2028.03		2057.67	2091.98	2171.56	2078.01	2643.6	2288.78	1961.64	2331.93	1784.44	3013.83	2317.27	2356.76
Q8K440	Q8K440	ABC8B_MOUSE	Abca8b	ABC-type organic anion transporter ABCA8B	2035.77	1857.65													532.864		511.573	1195.64	478.999	890.963	768.99			1361.86	392.519	
Q8K441	Q8K441	ABCA6_MOUSE	Abca6	ATP-binding cassette sub-family A member 6	3374.14	2543.2										1103.55	1867.53	1853.12	1879.91	2049.07	1997.57	1687.5	2089.24	1931.88	1925.43	2554.85	1213.06	2760.41	1723.19	1741.31
Q8K4B0	Q8K4B0	MTA1_MOUSE	Mta1	Metastasis-associated protein MTA1				702.857	1587.25	1294.8							939.309		403.517										526.019	
Q8K4F5	Q8K4F5	ABHDB_MOUSE	Abhd11	sn-1-specific diacylglycerol lipase ABHD11	1577.23	2638.35		3315.62		2498.9						3907.86	3061.95	2234.91	2154.77	2727.78	2237.9	1992.16	2267.76	3318.51	3239.05	2567.37	5263.98	2949.74	2349.79	2381.93
Q8K4G5	Q8K4G5	ABLM1_MOUSE	Ablim1	Actin-binding LIM protein 1			7962.89														612.489									1458.77
Q8K4H1	Q8K4H1	KFA_MOUSE	Afmid	Kynurenine formamidase	11998	10266.1		3492.6		5624.63						4023.5	3779.45	1831.47	3350.71	2291.96	3027.9	2959.64	3467.46	3623.21	3503.72	3056.19	3100.59	2858.47	2745.75	3512.99
Q8K4K6	Q8K4K6;Q8R2W9	PANK1_MOUSE	Pank1	Pantothenate kinase 1	1004.92	4211.61		1764.04		1009.58							1069.36	3403.48	1245.29	867.416	1019.2	1826.52	1030.42	1778.06	964.499	1007.37	1962.04	1926.13	914.902	1417.8
Q8K4L3	Q8K4L3	SVIL_MOUSE	Svil	Supervillin			6409.82																	405.598	330.873	533.655			262.241	297.824
Q8K4L4	Q8K4L4	POF1B_MOUSE	Pof1b	Protein POF1B	36222.3	9131.25	323971			8265.77	81984.3	129126	80191.8	67666.4			2653.69		2249.98		2309.33	20011.7	5580.95	24811.3	1025.38	3384.94	1355.76	2300.29	2818.56	50503.1
Q8K4M5	Q8K4M5	COMD1_MOUSE	Commd1	COMM domain-containing protein 1	699.66	1437.88											1224.28			555.012	508.272	1224.02		802.317	997.643	1042.35			868.885	
Q8K4Z3	Q8K4Z3	NNRE_MOUSE	Naxe	NAD(P)H-hydrate epimerase	5211.62	6360.8	83646	9462.31	11084.6	8125.33		232755	225158	151209		4866.54	7010.3	7538.88	5349.76	8544.2	8488.66	10270.4	12461.8	5978.99	4305.21	4388.77	10237.6	10782	6985.38	10848.2
Q8K4Z5	Q8K4Z5	SF3A1_MOUSE	Sf3a1	Splicing factor 3A subunit 1	2579.08		5474.28	9902.51	4181.73	12733.9						3765.76	5464.53		3429.88	2364.82	1182.39	2942.56	2793.89	4677.62	2114.12	2893.3	4668.44	3679.86	4254.4	5284.58
Q8K5B2	Q8K5B2	MCFD2_MOUSE	Mcfd2	Multiple coagulation factor deficiency protein 2 homolog	1410.09														784.435	224.528	222.838	489.596	691.574		424.363			708.735	304.25	663.587
Q8N7N5	Q8N7N5	DCAF8_MOUSE	Dcaf8	DDB1- and CUL4-associated factor 8	1152.84				913.542							2487.24	1712.6		1070.58	1169.97	849.816	850.74	773.17	802.911	989.903	1514.4	1028.41	749.87	716.298	882.822
Q8N9S3	Q8N9S3	AHSA2_MOUSE	Ahsa2	Activator of 90 kDa heat shock protein ATPase homolog 2				671.047		1144.06									927.121	891.532	926.484	1247.1	1119.6	1255.02	596.282	799.033		1049.91	837.003	1063.16
Q8QZR1	Q8QZR1	ATTY_MOUSE	Tat	Tyrosine aminotransferase	2558.56	2852.45				1277.12							1542.27		1997.92	979.102	1160.83	866.072	401.513		2199.64	1816.84			1350.77	1924.14
Q8QZR3	Q8QZR3	EST2A_MOUSE	Ces2a	Pyrethroid hydrolase Ces2a	45094.5	32328.3		53616.9	27893.8	49706.1						63762.4	69571.5	42512.3	74329.6	80231.6	66357.5	85151.2	61280.1	73094.8	60861.6	79029.2	46591.6	69760.1	82671.4	76827.2
Q8QZR5	Q8QZR5	ALAT1_MOUSE	Gpt	Alanine aminotransferase 1	39146.5	39756.7	40715.6	56539.7	85281.3	63792.9	83649.4	83524.6	116412	95001.1		40020.6	46081.9	31984.7	34592.5	40076.5	38145.4	40313	38681.3	35088.7	39667.4	36988.3	45914.4	42619.1	40629.2	43816.9
Q8QZS1	Q8QZS1	HIBCH_MOUSE	Hibch	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial	7956.81	7755.95	2809.51	7968.8	11490.2	10072.3						13541.1	14604.9	11040	14882	14831.1	15201.1	13838.4	15850.4	12767.6	14109.8	15394.6	13401.7	14875.2	13597.3	11849.1
Q8QZT1	Q8QZT1	THIL_MOUSE	Acat1	Acetyl-CoA acetyltransferase, mitochondrial	54720.6	55964.6	22661.5	41735.2	54773.5	45096.4				79295.2		65634.4	62656.7	39831.1	68042	67192.6	81241.1	65070.2	63120.3	67585.7	62730.3	60967.9	72225.8	61585.6	63188.2	63943.3
Q8QZV7	Q8QZV7	INT13_MOUSE	IntS13	Integrator complex subunit 13				1907.58	2018.92	2824.24							429.724	929.872	798.301			352.138	561.327	838.103	550.647	635.938			1046.1	1027.27
Q8QZY1	Q8QZY1	EIF3L_MOUSE	Eif3l	Eukaryotic translation initiation factor 3 subunit L	5561.34	4872.89	16231.8	5961.55	3768.16	5365.48						7490.84	7237.12	30181	5842.19	5815.07	4993.65	7026.62	6544.47	6508.48	5487.22	5328.51	4429.6	6158.87	6450.52	7955.98
Q8QZY2	Q8QZY2	GLCTK_MOUSE	Glyctk	Glycerate kinase	10901	10029.9		12286.1	6142.06	19005.4						12340.1	14949		11160	13800.7	14155.9	12674.1	14368.6	15927.1	14207.9	15320.6	13609	17756.9	13222.3	14684.6
Q8QZY9	Q8QZY9	SF3B4_MOUSE	Sf3b4	Splicing factor 3B subunit 4	807.638	1383.12		3543.13		8883.3						5377.53	1536.3	5136.72	1303.57	1370.87	660.62	1216.71	855.521	1412.6	1282.82	870.428	1896.94	1050.66	2638.47	2407.07
Q8QZZ8	Q8QZZ8	RAB38_MOUSE	Rab38	Ras-related protein Rab-38			10786											1987.3											1085.97	
Q8R001	Q6PER3;Q8R001	MARE2_MOUSE	Mapre2	Microtubule-associated protein RP/EB family member 2			15193.3														237.792					188.665				1593.5
Q8R010	Q8R010	AIMP2_MOUSE	Aimp2	Aminoacyl tRNA synthase complex-interacting multifunctional protein 2	4420.56	2896.2		949.58								3764.33	2486.76	5682.37	3458.14	2809.26	2596.89	2932.85	4117.19	2680.59	2512.23	4283.05		4124.8	3541.76	4161.25
Q8R016	Q8R016	BLMH_MOUSE	Blmh	Bleomycin hydrolase	26780.8	68173	422039	4226.89	3791.4	3909.97	120439	282514	402055	251090		21734.4	24569.6	45034.1	3384.82	5537.84	7303.2	15415.3	29822.7	20034.7	6450.32	3422.05	21035.9	12199.4	9170	16953.9
Q8R035	Q8R035	ICT1_MOUSE	Mrpl58	Large ribosomal subunit protein mL62	2623.43	2589.45		1908.52								5395.46	2037.42		3129.65	1679.13	1751.77	1836.83	2743.33	1902.89	2112.25	2007.34	3033.37	2681.55	1380.26	1698.94
Q8R050	Q8R050	ERF3A_MOUSE	Gspt1	Eukaryotic peptide chain release factor GTP-binding subunit ERF3A	5226.59	3650.45	24049.1	3928.66	6169.44	3113.61						7175.37	4970.85	4263.38	4114.57	4243.57	3840.83	5357.95	5707.36	4701.95	4316.45	4117.34	4773.95	5963.06	5736.16	6846.47
Q8R059	Q8R059	GALE_MOUSE	Gale	UDP-glucose 4-epimerase		2276.41	30549	6777.34		7490.6						4828.94	4779.22	3817.04	4013.52	3472.14	2758.85	3725.58	3928.76	4323.41	3508.58	2468.27	3333.35	3782.07	3133.75	3869.95
Q8R079	Q8R079	BFAR_MOUSE	Bfar	Bifunctional apoptosis regulator		597.774													808.49	691.849	1132.17		1006.04	1098.57	548.162				675.685	
Q8R081	Q8R081	HNRPL_MOUSE	Hnrnpl	Heterogeneous nuclear ribonucleoprotein L	6664.62	5995.6		15030.6	21284.2	25202.1	233684					12907.7	10554.7	5850.85	6434.26	4784.06	2728.28	5665.92	6399.42	8419.21	6577.89	5170.62	11635.7	7540.56	8535.49	11330.4
Q8R086	Q8R086	SUOX_MOUSE	Suox	Sulfite oxidase, mitochondrial	18525.7	16357.9	21514.2	14608		8880.06				367668		19246.9	17609.4	8189.6	15239.4	17402.8	15970.4	17809	19456.8	14177.4	13908	15751.4	14080.1	19671.4	16451.9	13926.5
Q8R0A0	Q8R0A0	T2FB_MOUSE	Gtf2f2	General transcription factor IIF subunit 2				4749.01	5779.66	974.365						826.377	668.415		1064.86	521.683		493.021	975.898	1249.14	706.284	482.076	1309.92	1308.99	831.217	1472.74
Q8R0F3	Q8R0F3	SUMF1_MOUSE	Sumf1	Formylglycine-generating enzyme	960.796	1314.49	16017.3												511.834			431.359						881.137	918.285	1550.79
Q8R0F5	Q8R0F5	RBMX2_MOUSE	Rbmx2	RNA-binding motif protein, X-linked 2						1214																				
Q8R0F6	Q8R0F6	ILKAP_MOUSE	Ilkap	Integrin-linked kinase-associated serine/threonine phosphatase 2C				4096.8	6036.49	5045.59							2247.44		1974.58	1110.91				2243.19	1297.06		2318.76	1775.62	1981.12	2391.8
Q8R0F8	Q8R0F8	FAHD1_MOUSE	Fahd1	Oxaloacetate tautomerase FAHD1, mitochondrial	4917.96		46088.5	3564.4		1811.86							3235.81		3463.46	3101.82	2752.64	3249.19	3194.65	2669.14	2831.26	2320.16	3576.57	5069.1	2653.63	3422.91
Q8R0F9	Q8R0F9	S14L4_MOUSE	Sec14l4	SEC14-like protein 4	14381.6	9501.68		16158.8	25582.6	13652.5						13303.4	10906.3	12831	13668.3	11449.9	13839.7	11362.9	12173.7	13450.8	10076.4	11152.3	11375.4	13529.4	12223.5	11254.2
Q8R0G9	Q8R0G9	NU133_MOUSE	Nup133	Nuclear pore complex protein Nup133				3285.92	3787.45	2743.74							1042.15		1067.27	773.762	768.448	1231.81	876.909	1388.27	887.657	1100.99	2210.07	1647.05	1221.75	1649.23
Q8R0H9	Q8R0H9	GGA1_MOUSE	Gga1	ADP-ribosylation factor-binding protein GGA1	1127.55	1210.64											1016.66		1204.06	959.251	1385.85	1061.59	1116.69		811.62	1198.41	1409.53	1863.88	1457.56	
Q8R0J8	Q8R0J8	GNTK_MOUSE	Idnk	Probable gluconokinase	1022.93	565.552		2454.42	1314.72	2087.08						1338.38	1675.94		1004.47	1915.77	1496.21	1810.45	1480.71	1083.65	1094.39	573.716	1323.54	1488.28	2048.27	1911.75
Q8R0L1	Q8R0L1	STAP2_MOUSE	Stap2	Signal-transducing adaptor protein 2			10483	1515.15											639.864	536.065		730.824	283.019		837.988	720.659		675.817	894.48	1351.04
Q8R0N6	Q8R0N6	HOT_MOUSE	Adhfe1	Hydroxyacid-oxoacid transhydrogenase, mitochondrial	3292.27	3119.07		5043.31	5578.87	3129.06						7274.11	5564.27	8352.46	5967.69	5738.41	6425.78	7351.52	6526.08	6000.69	5476.9	5152.46	7606.64	5468.13	5724.51	4769.74
Q8R0V5	Q8R0V5	I23O2_MOUSE	Ido2	Indoleamine 2,3-dioxygenase 2	11517.5	13671.4		14509.3	24437.6	20122.2						17377.7	15278	12699.8	11650.3	11168.2	10340.9	12456.5	12882.3	16156.8	14983.8	13308.3	15414.8	13693.6	14214.6	14903.5
Q8R0W0	Q8R0W0	EPIPL_MOUSE	Eppk1	Epiplakin	4573.84	5020.62	38097.8	2381.58		5194.89		184211	75947.4	119291			6398.97	235082	7032.8	3528.29	3981.78	6004.42	5041.16	5797.95	5612.04	6669.11	4023.56	5185.25	4631.29	7618.53
Q8R0X7	Q8R0X7	SGPL1_MOUSE	Sgpl1	Sphingosine-1-phosphate lyase 1	2584.47	2477.57	6055.9			1845.99						3771.87	2631.38	3673.05	2299.5	1726.53	1909.46	1835.62	2293.58	2517.82	2921.09	2820.73	1922.1	2413.92	1941.84	2540.12
Q8R0Y6	Q8K009;Q8R0Y6	AL1L1_MOUSE	Aldh1l1	Cytosolic 10-formyltetrahydrofolate dehydrogenase	127392	111436		90179.7	84517.7	112480	548723			25657.4		128195	134748	83462.4	125808	131566	114831	125421	118887	113661	148339	148015	120559	125768	112780	107370
Q8R0Y8	Q8R0Y8	S2542_MOUSE	Slc25a42	Mitochondrial coenzyme A transporter SLC25A42				5623.09									2655.52		1709.9	1588.11	1638.35	1569.78	2950.37	2523.81	929.912	1633.06	1433.64	1909.03	2139.11	1350.41
Q8R104	Q8R104	SIR3_MOUSE	Sirt3	NAD-dependent protein deacetylase sirtuin-3	2178.04	3092.96											3556.15		2003.78	2001.46	2999.62	2930.81	4067.79	1805.59	2288.81	3428.69	4327.5	2258.9	2184.6	4166.69
Q8R123	Q8R123	FAD1_MOUSE	Flad1	FAD synthase	1407.55	1083.04		1391.7		2759.5							2053.7		2235.75	1939.02	1709.73	2000.13	2051.42	2064.65	2024.65	2117.4	2646.67	3792.04	2217.03	1911.3
Q8R146	Q8R146	ACPH_MOUSE	Apeh	Acylamino-acid-releasing enzyme	9043.23	8970.42	91228	4579.72		4764.35						8528.4	8077.29		6992.46	5345.52	5847	5844.83	6559.67	6836.79	7698.17	6549.11	6687.04	8596.82	5449.73	6878.05
Q8R151	Q8R151	ZNFX1_MOUSE	Znfx1	NFX1-type zinc finger-containing protein 1		2266.6											773.716		690.854	794.786	949.122				830.094	950.725		1192.01	514.259	
Q8R164	Q8R164	BPHL_MOUSE	Bphl	Valacyclovir hydrolase	33448.9	21654.2		26756.9	18493.6	13731.8						30752.9	26207.6	12589.3	29138.6	30526.8	33018.2	33735.8	32381.4	30366.1	26985.2	29160.7	34821.7	26117.1	33670.6	25863.5
Q8R180	Q8R180	ERO1A_MOUSE	Ero1a	ERO1-like protein alpha	3429.24	3383.59	25324.2			2738.79						2186.92	1901.96		1656.44	1789.39	2016.78	2039.75	2117.05	1894.17	2098.99	2096.11	2195.59	2516.01	7147.97	3252.81
Q8R1B4	Q8R1B4	EIF3C_MOUSE	Eif3c	Eukaryotic translation initiation factor 3 subunit C	5557.38	5485.68	7022.38	7307.97	3986.09	5120						7404.94	6710.75	25848.7	6518.7	6943.91	6094.22	7886.63	7227.3	7190.36	6492.74	6226.15	6162.5	6883.41	8384.67	8157.16
Q8R1F1	Q8R1F1	NIBA2_MOUSE	Niban2	Protein Niban 2	1973.39	941.974	27471.2											8145.77						694.985			2323.09		2891.22	1395.9
Q8R1F5	Q8R1F5	HYI_MOUSE	Hyi	Putative hydroxypyruvate isomerase	14034.7	2829.9	8231.18						14960.7																	
Q8R1G2	Q8R1G2	CMBL_MOUSE	Cmbl	Carboxymethylenebutenolidase homolog	20812	30764.1		32261	20037.2	28279.6						28265.8	24979.4	10257.7	27338.5	30616.8	22491.6	37219.4	27034.1	36588.1	28512.7	24465.7	22556.2	25718	30588.3	23482.6
