Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221203dongzhen_InTip_350um_65min_DIA_1_Slot2-34_1_17045.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221203dongzhen_InTip_350um_65min_DIA_2_Slot2-34_1_17047.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221203dongzhen_InTip_350um_65min_DIA_3_Slot2-34_1_17049.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221203dongzhen_InTip_500um_65min_DIA_1_Slot2-35_1_17057.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221203dongzhen_InTip_500um_65min_DIA_2_Slot2-35_1_17059.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221203dongzhen_InTip_500um_65min_DIA_3_Slot2-35_1_17061.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221203dongzhen_InTip_750um_65min_DIA_1_Slot2-36_1_17070.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221203dongzhen_InTip_750um_65min_DIA_2_Slot2-36_1_17072.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221203dongzhen_InTip_750um_65min_DIA_3_Slot2-36_1_17074.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221205dongzhen_InGel_1mm_65min_DIA_1_Slot2-34_1_17084.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221205dongzhen_InGel_1mm_65min_DIA_2_Slot2-34_1_17086.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221205dongzhen_InGel_1mm_65min_DIA_3_Slot2-34_1_17088.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221205dongzhen_InGel_1500um_65min_DIA_1_Slot2-37_1_17108.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221205dongzhen_InGel_1500um_65min_DIA_2_Slot2-37_1_17114.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221205dongzhen_InGel_1500um_65min_DIA_3_Slot2-37_1_17116.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221205dongzhen_InTip_1mm_65min_DIA_1_Slot2-33_1_17082.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221205dongzhen_InTip_1mm_65min_DIA_2_Slot2-33_1_17090.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221205dongzhen_InTip_1mm_65min_DIA_3_Slot2-33_1_17092.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221205dongzhen_InTip_1500um_65min_DIA_1_Slot2-35_1_17106.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221205dongzhen_InTip_1500um_65min_DIA_2_Slot2-35_1_17110.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221205dongzhen_InTip_1500um_65min_DIA_3_Slot2-35_1_17112.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221206dongzhen_InGel_2mm_65min_DIA_1_Slot2-34_1_17144.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221206dongzhen_InGel_2mm_65min_DIA_2_Slot2-34_1_17145.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221206dongzhen_InGel_2mm_65min_DIA_3_Slot2-34_1_17146.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221206dongzhen_InGel_3mm_65min_DIA_1_Slot2-36_1_17149.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221206dongzhen_InGel_3mm_65min_DIA_2_Slot2-36_1_17157.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221206dongzhen_InGel_3mm_65min_DIA_3_Slot2-36_1_17158.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221206dongzhen_InTip_2mm_65min_DIA_1_Slot2-33_1_17166.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221206dongzhen_InTip_2mm_65min_DIA_2_Slot2-33_1_17167.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221206dongzhen_InTip_2mm_65min_DIA_3_Slot2-33_1_17168.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221206dongzhen_InTip_3mm_65min_DIA_1_Slot2-35_1_17151.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221206dongzhen_InTip_3mm_65min_DIA_2_Slot2-35_1_17176.d	\\172.16.13.136\share\members\Dongzhen\ProteomEx2\N20221203dongz_ProteomEx2_exp_Ib\N20221206dongzhen_InTip_3mm_65min_DIA_3_Slot2-35_1_17177.d
Q6P1B1	Q6P1B1		Xpnpep1		6238.06	7136.34	6786.73	6408.91	6702.62	7376.58	7121.04	6763.26	6276.38				11486.9	3997.06	6817.27	5914.15	6300.49	5835.54	5928.01	5831.65	6036.33	6101.86	7616.28	7254.39	8451.63	8270.54	8090.68	10305	10967.5	11055.1	9738.56	9398.26	9754.64
Q6P1F6	Q6P1F6		Ppp2r2a		3807.12	5429.98	4005.81	4235.45	5201.26	5471.58	4352.41	5698.25	5095.56			6364.75	7219.83	8345.86	6697.42	6136.97	6116.28	6668.78	6812.86	6169.88	6570.42	5159.7	4679.22	5174.73	3376.41	3590.94	3008.24	4669.99	6562	5020.53	10973.9	8216.46	9243.86
Q6P1G0	Q6P1G0		Heatr6							2340.48		1045.59	590.111							1247.79	818.706	969.91	791.179	1017.5	1166.59	1419.85	1771.34	1387.33	863.935	1576.03	1161.1	789.637	975.49	943.623	1953.53	1643.68	1622.45
Q6P1H6	Q6P1H6		Ankle2									291.496													651.594							1413.05	944.832	1021.96	3218.28	2213.67	2491.48
Q6P2B1	Q6P2B1		Tnpo3		3521.31	4807.02	3674.85	3331.57	5566.96	4664.81	3103.04	5066.96	4702.42			3448.13	3857.34	2734.06	4332.21	6476.83	5634.32	5551.04	5707.65	5109.45	5576	5581.48	5457.93	5582.37	6713.3	7340.39	6991.57	6845.48	6546.75	7230.95	8332.54	7597.04	7856.06
Q6P2K6	Q6P2K6		Ppp4r3a			1708.11		1346.37	2790.72	1484.55	1822.35	1160.61	723.513						159083	1963.06	1694.56	1510.22	1404.96	1675.5	1547.94	2239.18	2331.59	1898.4	2694.73	3080.43	2832.77	2181.37	2215.74	2398.32	5531.96	4800.48	3801.68
Q6P2L6	Q6P2L6		Nsd3								525.639												452.461	596.699	423.799		602.687		886.088	761.74	860.897	674.087	555.072	560.669	1014.97	1084.72	825.98
Q6P3A8	Q6P3A8		Bckdhb		10183.9	10582.7	9666.65	9892.81	10225.5	9809.13	11792.6	12203.1	10984	28345.5	31190.2	21634.8	21154.8	18341.9	16409.9	12428.9	13670.4	13460.8	14219.8	11201.3	12199.2	9578.5	11750.2	12520.3	15002.8	14066.7	14000.1	9977.87	11836	11771.5	9587.23	10628.9	10075
Q6P3B9	Q6P3B9		Rbfa						2748.84			626.713	2441.04							1429.96	1478.16		1241.97	1283.57	1571.76	1903.63	1690.35	1797.61	1559.61	1516.6	1462.2	1650.02	1573.99	1907.67	2503.21	4033.89	2165.83
Q6P3D0	Q6P3D0		Nudt16		3385.16	2630.16	2576.1	2658.43	2319.49	3064.04	2156.64	2580.76	2499.99							2248.99	2529.75	2085.38	2465.51	2412.64	2512.19	2922.03	3309.74	3138.84	1703.78	1169.06	1485.04	2792.74	2613.5	3000.14	3172.58	3450.15	3576.93
Q6P3E7	Q6P3E7		Hdac10				6428.85			455.67	5386.43									743.914	614.507		641.321	842.727	661.37	623.509						2028.95	1792.99	1859.3	3721.77	5243.97	3424.16
Q6P4S6	Q6P4S6		Sik3		55034.7	54376.2	43676.9	58657.2	56449.4	46532.1	48863.8	50410	44521.3	231375	241145	250471	211716	205137	207157	57506	58226.3	55110.3	52429.8	48318.7	47676.3	116143	74507.2	72409.8	22691.3	20901.4	26173.2	25702.3	29036	29069.1	20671	18661.8	18454.4
Q6P4S8	Q6P4S8		Ints1		1974.55	2956.58	2806.51	1988.23	2237.58	2415.77	2247.06	2360.88	2656.28							2561.06	2837.05	2899.79	3398.49	2958.05	2999.52	4395.63	4296.7	4259.58	4843.44	5073.2	5399.8	3864.55	3512.73	3436.24	3447.97	4184.23	3559.08
Q6P4T0	Q6P4T0		Atg2a					951.416	2004.95		971.867	2233.96	2338.96							1336.05	2549.34	1893.22	1136.1	1220.86	1404.52	1528.81	1463.27	1297.07	527.693	552.556	824.843	1849.47	2135.15	1866.56	788.245	674.503	
Q6P4T2	Q6P4T2		Snrnp200		8122.34	8481.65	9696.57	6381.74	7688.17	7428.09	7360.06	7412.61	7241.08	50440.9	44685.9		13102.8	16507.5	9169.76	8142.07	8304.18	8266.46	8408.36	8673.93	8575.87	8549.81	8296.68	8133.35	6735.45	7934.39	6871.56	8826.1	8811.3	8126.86	12701.1	11505	10803.7
Q6P542	Q6P542		Abcf1		13680.1	13112.2	14943.3	12100.6	12166.5	13590.4	11933.3	13435	14795.4	41227.8	45651.9	46249	23907	18804.3	10924.7	12867.1	13431.9	13117.3	13031.5	12034	12207.1	16000.6	16621	14388.7	19202.6	19492.6	19804.5	20718.1	21723.7	20216	23718.9	21518.2	20996.6
Q6P549	Q6P549		Inppl1			3011.32	3832.48	2756.47		2853.57	3831.85		2787.19							2368.22	2073.56	1984.36		2776.53	1705.99	2829.22	1795.25	1974.71	1736.39	2480.9	1962.64	2209.1	2143.87	2106.36	4756.26	1778.34	1831.19
Q6P5B0	Q6P5B0		Rrp12		7028.04		7210.51		5542.31	5172.69	5121.5	3896.51	4054.4	30277.2			11742.5	12430.1	9454.51	3441.69	4491.31	3877.55	3876.85	4004.26	3702.34	2895.87	3014.39	2635.23	3477.54	3551.15	3109.23	3448.11	3505.46	3427.77	3533.86	3741.32	3788.76
Q6P5C5	Q6P5C5		Smug1																		1038.48	453.996		432.051					807.461		710.717	1206.14	1238.62		338.854		
Q6P5D3	Q6P5D3		Dhx57																													1061.03	1287.74	932.35		1927.78	1745.1
Q6P5D8	Q6P5D8		Smchd1						1234.26		740.832	716.036					1216.35		1569.27	1250.88	1116.8	1629.84	1183.58	1358.85	1272.84	1820.22	1918.56	1946.35	1682.82	1434.83	1889.11	2409.18	1694.81	1801.05			1434.33
Q6P5E4	Q6P5E4		Uggt1		24419.5	24428.5	22621.7	24381.7	19673.7	22069.3	24849.6	22117.4	23573.1	71694	65113.9	67286	32226	31977.6	36513.3	21104.9	23633.6	21675	22218	22709.2	22386.9	18743.7	19206.8	21739.5	17899.4	16448.3	17598.2	20392.1	20516.6	21857.5	29090.6	24263.4	25777.4
Q6P5E6	Q6P5E6		Gga2																				871.571								331.206	559.096	542.642	282.465		465.281	
Q6P5E8	Q6P5E8		Dgkq								435.098	790.06	679.347											354.998					266.319			610.044	578.952	696.37	2548.01	1821.16	1592.96
Q6P5F9	Q6P5F9		Xpo1		5953.88	7835.19	8543.79	5949.64	6707.11	7753.71	6953.79	7315.31	7239.84						10043.5	6977.83	7403.8	6984.03	8065.09	7097.87	7328.95	6383.12	6954.04	7120.46	8512.09	7833.33	8557.03	8410.46	7986.2	7704.32	13854.3	11084.4	11382.9
Q6P5G3	Q6P5G3		Mbtd1		3768.92	3914.91		4321.84	3787.02	3958.87	5474.78	4191.19	5480.81							1409.64		1200.33	1277.73	1657.48	1512.2	771.352	1200.03	712.52	1578.2	1890.46	2046.25	5650.24	5925.77	5625.47	2965.04	2622.3	2698.75
Q6P5G6	Q6P5G6		Ubxn7		5040.77		2563.98	3471.85	2587.24		4990.21	5995.43	5421.55								3258.17	2990.6	3371.19	3175.84	3535.42	2464.13	2199.01	2482.81	5756.88	5383.07	5028.31	3801.11	4326.67	5016.7	5602.16	6790.7	6990.03
Q6P5H2	Q6P5H2		Nes																							2385.77			2294.93	1203	3068.93	1655.79		1544.99	2952.9	2373.68	2284.86
Q6P5U7	Q6P5U7		Nwd2		2863.3				2843.39	1624.87	1489.05	2045.91	2556.23	6729.02			3591.9	4960.86	5195.79	2494.74	2241.06		2082.26	1976.35	1949.82	1199.89		1000.84									
Q6P6J9	Q6P6J9		Txndc15					1061.24	2063.33		2105.75	2289.2	2113.03							3049.48	2903.35	2750.46	2924.61	3479.51	3320.51	2609.37	2536.37	2340.82	3752.46	3394.41	3525.02	2448.76	2819.27	2884.05	4889.35	1418.21	5462.54
Q6P6M5	Q6P6M5		Pex11g		7489.13	9428.47	6559.71	13999.2	8884.61	12016.1	10071.2	9718.25	12171	22845.5	33499.1	31936.3	19323.8	16757.4	19067.3	12019.9	13790.3	13165.1	8774.04	9528.13	9257.11	9728.56	9621.56	9531.97	5691.8	5891.73	6888.33	7307.74	7727.07	8509.52	5783.17	5387.72	6069.02
Q6P6M7	Q6P6M7		Sepsecs		10834.2	12166.2	11147.3	9764.59	8584.54	9815.43	11202.2	11607.3	11363	79455.9	67677.2	62524.1	24692.3	21883.1	30924.5	11859.4	10416.5	10134.6	8378.12	9342.9	9994.16	6600.84	10063.2	9461.76	6986.07	7150.54	8700.12	5847.89	5760.12	6622.44	6111.17	5495.58	6007.18
Q6P7W0	Q6P7W0		Senp6																															2679.35	2552.27	1821.64	2344.51
Q6P8H8	Q6P8H8		Alg8		4564.58			3529.73	3886.2	4111.31	3991.84	3366.82										4848.57					2251.41	2787.93									
Q6P8I4	Q6P8I4		Pcnp				875.856													636.934	845.022	780.906	245.204				323.02	456.472	550.371	542.041	879.003	903.339	785.484	713.816	1325.29	911.329	791.196
Q6P8J2	Q6P8J2		Sat2								2096.68	2348.95	3165.26							4670.72	5898.46	5081.75	5522.63	5648.11	5239.67	3430.29	1953.23	1737.11	4834.32	4940.33	4981.15	3858.5	3239.01	3513.76	20857.5	7840.02	18664.4
Q6P8M1	Q6P8M1		Tatdn1					1122.78			968.043	887.777								946.156	550.562		1004.45	963.72	972.958	1034.82	1456.7	1336.2	1455.99	1351.97	1583.75	1410.56	1243.01	1437.58	2138.12	1891.79	1786.14
Q6P8X1	Q6P8X1		Snx6		9807.18	6806.73	6841.66	6829.8	9359.26	6642.5	5708.65	5229.76	5310.85					14586.2	14049.1	5157.51	4929.9	5386	5580.66	5704.94	5595.2	4445.47	6299.6	5937.51	8294.25	8280.41	7810.93	7977.34	7597.7	7736.48	11363.2	9971.3	9003.28
Q6P9N1	Q6P9N1		Fam126a																	1614.19	1202.34	1274.22	1521.42	1200.59	1970.48				1239.04	1195.28	1310.53						
Q6P9Q4	Q6P9Q4		Fhod1							5212.22	3285.31	4024.61	3561.56							3951.05	3764.45	4546.94	4119.93	4447.36	4565.6			2401.13	2716.25	2494.67	2633.34	4296.72	4134.35	3797.22	5008.77	4675.6	4239.67
Q6P9Q6	Q6P9Q6		Fkbp15		4402.83	5225.91	4000.81	3121.11	3808.85	4265.74	3236.73	3304.31	3598.02	13376.6	10725.9	16298.4	6492.74	5365.82	4901.68	3663.43	3499.5	3016.73	2815.53	3064.8	2926.03	3960.64	3088.44	3253.5	4886.29	4752.36	4220.22	5153.84	4996.81	4968.48	6078.53	5095.08	5034.71
Q6P9R1	Q6P9R1		Ddx51																	587.667	896.585			801.339	523.869		858.543	634.487	979.087	852.61	774.868	627.035	534.101			599.136	
Q6P9R2	Q6P9R2		Oxsr1		17061.9	12316.8	9512.9	7994.26	9716.93	12149.8	11054.9	13163.8	11811	65054.3	63369.5	46434.4	23823	26695.2	22991	13676.4	14699.7	13218.9	10462.8	11398.8	10255.3	8670.73	7904.67	7788.92	10854.8	10268.3	8145.93	10831.4	9443.52	9713.12	8608.91	10660.9	11436.8
Q6P9R4	Q6P9R4		Arhgef18									525.939									565.861	661.063	1413.84	1172.67	1152.28				10664.9	8247.07	9232.8	765.911	879.888				
Q6PA06	Q6PA06		Atl2		18037	15907.5	20180.1	17581.9	16870.8	17015.8	16091.5	15054.4	16821.7	136999	120849	119916	66180.2	71851.6	61820.3	17284.9	18107.1	17221.1	16522.1	15593.2	16228.5	16379.7	14750.3	14833.3	14793	14753.2	12669.4	15153.7	13326.3	13442.4	16995.3	15384.8	15517.4
Q6PAJ1	Q6PAJ1		Bcr						644.388		574.259	876.061	679.65							515.524	679.095	564.492	675.893	820.157	559.925				1609.99	1522.42	1928.81	1343.77	1597.38	1625.81	2521.46	1785.01	2135.97
Q6PAM1	Q6PAM1		Txlna						1387.43		2328.11	2277.94	3145.38	14036.7	12437.6	11580.4	4153.18	4186.76	2947.65	2398.07	2699.5	1516.45	2162.06	2236.28	2597.79	2213.75	2012.58	1918.72	3144.44	3445.3	3128.61	3108.72	3343.4	3642.38	6210.67	4270.12	3739.45
Q6PAR0	Q6PAR0		Klhdc10																		405.438					516.053		417.236	483.012	581.703	304.804		620.676	657.031	1222.42	789.272	1066.04
Q6PAR5	Q6PAR5		Gapvd1			7233.22	2474.19	4627.92	3651.59	4227.36	3793.1	4034.99	4685.59				9505.1		15998.9	4384.14	4689.28	5077.57	4845.88	5259.36	5058.25	5865.95	5123.51	5046.3	5662.4	6113.55	5871.57	4775.66	4351	5112.42	8475.27	6588.41	7112.13
Q6PAV2	Q6PAV2		Herc4		9631.42		7845.16	7079.77	8075.49	7265.92	6570.79	6424.86	7087.06		49480.5	44106.7	23791.7	20831	22396.8	5808.78	7317.03	5197.74	5947.93	5711.17	6326.52	6702.75	6016.42	5749.96	4398.38	4447.09	5178.29	6760.41	6113.4	6315.28	8805.06	6849.5	6422.18
Q6PB44	Q6PB44		Ptpn23		16815.8	7771.31	23774	15419.3		11091.4	14675.2	11729.4	10628.8				7273.99	7329.92		12355.8	13197.8	15487.3	16166.6	21056.5	16888.2	14284.8	15806.2	13607.1	21170.4	18466.2	21366.1	19213.9	21195.6	21599	28556.6	26462	26451.9
Q6PB66	Q6PB66		Lrpprc		27756.4	29123.1	29390	30288.3	32240.8	30512.6	30202.1	30825.1	30959.5	108689	106376	95302.6	54795.2	51036.8	46256.2	29937.8	30307.2	29948	29430.4	30346.5	31180.8	34865.2	33595.6	33673.1	30381.8	31028.1	26121.9	28621.5	27616.5	28619.6	38399.2	35648	33137.8
Q6PB93	Q6PB93		Galnt2		6134.47		5169.76	3387.04	3964.12	4814.67	3081.33	4488.95	3856.57				7173.42	8281.27	8325.06	5045.82	3737.21	4329.25	3175.3	3715.85	3738.06	3965.72	3587.46	3990.17	4346.47	3214.4	3049.61	3770.15	3226.91	3548.14	3807.21	3495.24	3315.68
Q6PCM2	Q6PCM2		Ints6		1478.83			2103.07	1424	1661.41	1728.36	2000.76	1542.48							1829.64	2065.2	1572.12	1809.02	2036.79	2286.23	896.177	1633.98	1633.27	1749.33	1855.9	1823.28	2162.09	2051.26	2069.73	3347.47	2715.95	2598.42
Q6PCN7	Q6PCN7		Hltf								826.872									2108.17	1523.9	1495.11	2286.17	2218.06	2699.78				1654.52		1508.46	2040.36	2022.31	1828.8		1838.29	2063.75
Q6PCP5	Q6PCP5		Mff																		2122.28		1609.66	1354.47	1371.58		1431.76	1119.48	2242.69	2331.4	2030.05	1507.38	1593.5	1341.13	2525.24	1994.13	1795.55
Q6PD03	Q6PD03		Ppp2r5a		4007.05	3058.54	3508.54	3889.67	3774.8	3585.41	3217.32	3736.98	3772.64			5464.23	4684.94	4724.82	5632.04	3920.2	3888.78	3874.31	3991.03	4348.03	4156.82	4087.18	4259.57	4117.21	3001.86	3097.87	3461.3	3026.12	3260.93	2882.48	4638.69	5326.13	5734.94
Q6PD10	Q6PD10		Ip6k1						1685.24	2162.58	993.981	1640.41										1188.49		1279.87	1084.16	1607.78	1461.87	1590.68	1397.87	1269.88	1017.05	975.882	1017.99	890.469	2069.35	1594.45	1292.78
Q6PD19	Q6PD19		Armh3																	1486.33			1262.58				1581.86	1776.22	849.578	959.01	1105.53	1248.19	1216.95	1209.49			1162.9
Q6PD26	Q6PD26		Pigs			4295.83	3917.61	4806.84	4406.83	3510.79	4029.54	4981.19	4861.19							5370.13	5673.32	6313.35	6129.55	5847.13	5988.11	3627.37	3595.4	3469.1	3308.28	4926.33	2494.2	6431.21	7131.47	4202.16	9888.14	8232.31	9592.49
Q6PD28	Q6PD28		Ppp2r5b								446.052	741.404	675.906							932.295	496.661	814.249	709.195	794.984	624.717		979.395		1048.24	1077.47	964.217	666.61	797.102				
Q6PDE7	Q6PDE7		Ggt6				9388.97	62396.6	46647.8	14874.3	8820.25	8256.31	4885.97					5043.37	4176.98	6921.86	4532.35	6250.98	9391.81	8550.17	8679.48	13862.8	14373.7	16229.9	24251.4	23909.7	25284.9	20563.2	21231	19256	30302.8	29221	28820.5
Q6PDG5	Q6PDG5		Smarcc2				10471.4	6204.09	8692.63	8536.73	6439.9	7729.27	9404.81					17731.5	17717.8	8661.94	7914.36	7512.84	8962.72	8792.57	8136.87	9914.29	8314.66	9120.19	11109.5	10325.4	10111.7	9233.82	9217.18	9200.03	17133.7	13687.2	13104.9
Q6PDG8	Q6PDG8		Mon1a				2223.88	1916.47	2044.89	2259.72	1579.29	1979.19	2102.03							2170.95	2473.6	1560.57	2005.99	2663.28	2155.73		1191.58		2073.46	1802.51	1634.8	3000.16	2324.4	2723.3	4685.36	4405.95	5119.42
Q6PDI5	Q6PDI5		Ecpas		4261.98	4556.13	3608.87	4422.52	4539.18	4094.1	4212.38	4473.29	4628.83					15134.2	15192.3	4834.18	4499.9	4699.18	5318.23	5106.91	5267.21	5665.87	5555.63	5597.85	5189.55	5243.7	6029.87	5713.44	5275.18	5520.83	9141.31	8462.89	7852.34
Q6PDL0	Q6PDL0		Dync1li2		4134.45	3708.24	4334.68	3195	4382.74	4502.26	4359.87	4646.44	4610.87	19488	11832.1	17937.8	8725.82	7501.55	7477.66	5376.93	5777.58	4082.39	3390.87	3868.81	2900.97	4039.32	4672.31	2995.1	2145.71	2096.87	2676.82	2814.18	3275.12	3110.13	6076.74	2854.69	4616.38
Q6PDM1	Q6PDM1		Msl1									144.251	175.316				163.38					360.024		208.48	264.458	236.444	312.382	252.715	528.299	423.48	481.154	395.026	424.4	358.137	739.418	681.285	566.252
Q6PDM2	Q6PDM2		Srsf1		17855.7	20722.9	20211.9	20472	19543.6	19771.8	18004.9	17327.2	17463.7	37932.4	25024.5	21966.3	20776.9	18636.4	24321.8	17364.6	18357.6	17514	17336.1	16211.2	18897.7	26518.3	23093.1	24119	25990.6	27369.6	24554.9	23250.1	23292.4	22742.1	28880.5	26534.5	27094.4
Q6PDN3	Q6PDN3		Mylk		15062.8	13448.9	11440.9	11260.2	8824.23	9366.19	9099.68	9687.51	9729.93	44127.6	32418		17787.5	18678.4	13996.1	10033.7	8939.06	9546.12	8439.89	9092	9882.35	12011.5	12590.9	13368.9	12579.3	10995.6	13005.7	13624.3	14171.1	13257.2	17052.6	18240.5	17353.1
Q6PDQ2	Q6PDQ2		Chd4		7442.49	6373.33	7977.01	7506.4	6914.19	9084.39	7356.85	8478.5	8117.57			30320.7	16239.6	18040.2	13003.5	8807.82	8939.17	8380.37	8110.13	8772.86	9130.81	8227.92	7225.24	7264.88	8588.09	6510.5	6292.5	7045.86	6879.11	7034.09	9851.49	8477.19	8077.29
Q6PDY2	Q6PDY2		Ado					4375.98	6083.54	6008.59	3894.13	5404.09	5407.63	8056.22		9238.64			9754.44	7763.82	6452.51	6729.09	6375.44	7064.46	6011.04	6984.69	6819.98	7022.51	7726.38	7496.27	7026.88	5493.28	5609.57	6252.96	8046.5	6843.96	7817.79
Q6PE01	Q6PE01		Snrnp40		4556.08	4115.11	4084.35	3677.34	3103.47	3374.72	3085.01	3375.02	3549.94							2412.1	3043.66	2565.25	2566.08	2680.82	3105.4	2944.67	2736.98	3206.65	4241.5	3302.34	4211.66	5131.85	4885.41	3684.95	8043.42	7447.33	7313.78
Q6PE15	Q6PE15		Abhd10		2850.12	2977.85	3293.37	1208.81			1398.87	1730.26	2040.36							1691.72	1521.16	1512.41	1959.2	1205.51	1552.33	1224.48	976.435	2232.97	1921.9	1897.99	2220.21	1297.57	1249.53	1730.13			1096.45
Q6PE54	Q6PE54		Dhx40										147.992										379.629	497.844	460.784	651.297	530.232		531.093		318.108	471.023		351.692		383.57	
Q6PEB4	Q6PEB4		Osgepl1																				544.025	696.523	602.939	820.833	1113.96	978.075	986.189	1030.56	858.608						
Q6PEB6	Q6PEB6		Mob4								2239.09	2005.9								2045.21		2384.1	1758.22	3063.38	3111.22	2046.46	1765.15	1537.97	1972.67	2488.23	2148.66	1999.83	1576.91	2116.98	2797.27	2546.41	3066.79
Q6PEE2	Q6PEE2		Ctif		2307.98		2128.02			1543.42	1457.23	1860.91	1963.87							1595.09	2078.86	1410.52	1895.3	1362.4	1839.47	790.866	825.385		1285.8	1142.35	1451.1	1893.87	1597.6	1676.95	2580.6	1924.75	2153.82
Q6PEM6	Q6PEM6		Gramd2b								556.999									1131.8		743.579	1059.44	1261.01	891.928		627.205		1500.73	1180.71	1337.71	1525.58	1137.06	1372.39		1940.31	
Q6PER3	Q6PER3		Mapre3			5675.44			5468.23	4252.72	2699.28	4821.21	2643.18							2746.63	2450.73	1630.39	1690.99	1995.81	2145.68	1948.76	1831.23	1938.18	1867.49	2385.13	2221.96	2253.27	2049.86	2382.87	2761.72	2656.93	2918.74
Q6PF93	Q6PF93		Pik3c3			3633.74		2155.7	2373.54	3125.98	2362.58	2338.15	2599.02							2430.93	2308.14	2949.87	2735.25	2500.75	2865.77	3934.28	3091.98	2989.58	3088.81	3316.9	2543.99	3012.87	2023.74	1882.61	4690.48	3601.71	3202.52
Q6PFD9	Q6PFD9		Nup98		4665.7		4459.57	5281.23	2770.85	3455.65	3226.25	4131.33	3354.01			11944.6	5627.41			2277.52	3024.49	3286.39	2411.43	2088.2	2163	3082.26	2658.02	2844.58	3069	2906.69	3267.35	2610.15	2582.77	2888.68	5244.09	4481.93	4944.72
Q6PFR5	Q6PFR5		Tra2a						1108.14	1643.37	2306.72	1924.28	2405.06							3622.26	2477.96	2897.47	3040.8	3062.98	3019.99	2467.98	2627.7	2873.3	3008.35	2784.29	3071.54	3039.32	3255.53	3106.32	2642.94	2243.29	2365.64
