Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	InGel_1500um_1 Spectral Count	InGel_1500um_2 Spectral Count	InGel_1500um_3 Spectral Count	InGel_1mm_1 Spectral Count	InGel_1mm_2 Spectral Count	InGel_1mm_3 Spectral Count	InGel_2mm_1 Spectral Count	InGel_2mm_2 Spectral Count	InGel_2mm_3 Spectral Count	InGel_3mm_1 Spectral Count	InGel_3mm_2 Spectral Count	InGel_3mm_3 Spectral Count	InTip_1500um_1 Spectral Count	InTip_1500um_2 Spectral Count	InTip_1500um_3 Spectral Count	InTip_1mm_1 Spectral Count	InTip_1mm_2 Spectral Count	InTip_1mm_3 Spectral Count	InTip_2mm_1 Spectral Count	InTip_2mm_2 Spectral Count	InTip_2mm_3 Spectral Count	InTip_350um_1 Spectral Count	InTip_350um_2 Spectral Count	InTip_350um_3 Spectral Count	InTip_3mm_1 Spectral Count	InTip_3mm_2 Spectral Count	InTip_3mm_3 Spectral Count	InTip_500um_1 Spectral Count	InTip_500um_2 Spectral Count	InTip_500um_3 Spectral Count	InTip_750um_1 Spectral Count	InTip_750um_2 Spectral Count	InTip_750um_3 Spectral Count	InGel_1500um_1 Unique Spectral Count	InGel_1500um_2 Unique Spectral Count	InGel_1500um_3 Unique Spectral Count	InGel_1mm_1 Unique Spectral Count	InGel_1mm_2 Unique Spectral Count	InGel_1mm_3 Unique Spectral Count	InGel_2mm_1 Unique Spectral Count	InGel_2mm_2 Unique Spectral Count	InGel_2mm_3 Unique Spectral Count	InGel_3mm_1 Unique Spectral Count	InGel_3mm_2 Unique Spectral Count	InGel_3mm_3 Unique Spectral Count	InTip_1500um_1 Unique Spectral Count	InTip_1500um_2 Unique Spectral Count	InTip_1500um_3 Unique Spectral Count	InTip_1mm_1 Unique Spectral Count	InTip_1mm_2 Unique Spectral Count	InTip_1mm_3 Unique Spectral Count	InTip_2mm_1 Unique Spectral Count	InTip_2mm_2 Unique Spectral Count	InTip_2mm_3 Unique Spectral Count	InTip_350um_1 Unique Spectral Count	InTip_350um_2 Unique Spectral Count	InTip_350um_3 Unique Spectral Count	InTip_3mm_1 Unique Spectral Count	InTip_3mm_2 Unique Spectral Count	InTip_3mm_3 Unique Spectral Count	InTip_500um_1 Unique Spectral Count	InTip_500um_2 Unique Spectral Count	InTip_500um_3 Unique Spectral Count	InTip_750um_1 Unique Spectral Count	InTip_750um_2 Unique Spectral Count	InTip_750um_3 Unique Spectral Count	InGel_1500um_1 Total Spectral Count	InGel_1500um_2 Total Spectral Count	InGel_1500um_3 Total Spectral Count	InGel_1mm_1 Total Spectral Count	InGel_1mm_2 Total Spectral Count	InGel_1mm_3 Total Spectral Count	InGel_2mm_1 Total Spectral Count	InGel_2mm_2 Total Spectral Count	InGel_2mm_3 Total Spectral Count	InGel_3mm_1 Total Spectral Count	InGel_3mm_2 Total Spectral Count	InGel_3mm_3 Total Spectral Count	InTip_1500um_1 Total Spectral Count	InTip_1500um_2 Total Spectral Count	InTip_1500um_3 Total Spectral Count	InTip_1mm_1 Total Spectral Count	InTip_1mm_2 Total Spectral Count	InTip_1mm_3 Total Spectral Count	InTip_2mm_1 Total Spectral Count	InTip_2mm_2 Total Spectral Count	InTip_2mm_3 Total Spectral Count	InTip_350um_1 Total Spectral Count	InTip_350um_2 Total Spectral Count	InTip_350um_3 Total Spectral Count	InTip_3mm_1 Total Spectral Count	InTip_3mm_2 Total Spectral Count	InTip_3mm_3 Total Spectral Count	InTip_500um_1 Total Spectral Count	InTip_500um_2 Total Spectral Count	InTip_500um_3 Total Spectral Count	InTip_750um_1 Total Spectral Count	InTip_750um_2 Total Spectral Count	InTip_750um_3 Total Spectral Count	InGel_1500um_1 Intensity	InGel_1500um_2 Intensity	InGel_1500um_3 Intensity	InGel_1mm_1 Intensity	InGel_1mm_2 Intensity	InGel_1mm_3 Intensity	InGel_2mm_1 Intensity	InGel_2mm_2 Intensity	InGel_2mm_3 Intensity	InGel_3mm_1 Intensity	InGel_3mm_2 Intensity	InGel_3mm_3 Intensity	InTip_1500um_1 Intensity	InTip_1500um_2 Intensity	InTip_1500um_3 Intensity	InTip_1mm_1 Intensity	InTip_1mm_2 Intensity	InTip_1mm_3 Intensity	InTip_2mm_1 Intensity	InTip_2mm_2 Intensity	InTip_2mm_3 Intensity	InTip_350um_1 Intensity	InTip_350um_2 Intensity	InTip_350um_3 Intensity	InTip_3mm_1 Intensity	InTip_3mm_2 Intensity	InTip_3mm_3 Intensity	InTip_500um_1 Intensity	InTip_500um_2 Intensity	InTip_500um_3 Intensity	InTip_750um_1 Intensity	InTip_750um_2 Intensity	InTip_750um_3 Intensity	InGel_1500um_1 MaxLFQ Intensity	InGel_1500um_2 MaxLFQ Intensity	InGel_1500um_3 MaxLFQ Intensity	InGel_1mm_1 MaxLFQ Intensity	InGel_1mm_2 MaxLFQ Intensity	InGel_1mm_3 MaxLFQ Intensity	InGel_2mm_1 MaxLFQ Intensity	InGel_2mm_2 MaxLFQ Intensity	InGel_2mm_3 MaxLFQ Intensity	InGel_3mm_1 MaxLFQ Intensity	InGel_3mm_2 MaxLFQ Intensity	InGel_3mm_3 MaxLFQ Intensity	InTip_1500um_1 MaxLFQ Intensity	InTip_1500um_2 MaxLFQ Intensity	InTip_1500um_3 MaxLFQ Intensity	InTip_1mm_1 MaxLFQ Intensity	InTip_1mm_2 MaxLFQ Intensity	InTip_1mm_3 MaxLFQ Intensity	InTip_2mm_1 MaxLFQ Intensity	InTip_2mm_2 MaxLFQ Intensity	InTip_2mm_3 MaxLFQ Intensity	InTip_350um_1 MaxLFQ Intensity	InTip_350um_2 MaxLFQ Intensity	InTip_350um_3 MaxLFQ Intensity	InTip_3mm_1 MaxLFQ Intensity	InTip_3mm_2 MaxLFQ Intensity	InTip_3mm_3 MaxLFQ Intensity	InTip_500um_1 MaxLFQ Intensity	InTip_500um_2 MaxLFQ Intensity	InTip_500um_3 MaxLFQ Intensity	InTip_750um_1 MaxLFQ Intensity	InTip_750um_2 MaxLFQ Intensity	InTip_750um_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q9D281|NXP20_MOUSE	Q9D281	NXP20_MOUSE	Fam114a1	569	Mus musculus OX=10090	1:Experimental evidence at protein level	Protein Noxp20	1.0	0.999	3	13	13	13	0	0	0	0	0	0	2	1	1	1	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1	1	2	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25360.686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26259.025	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9D287|SPF27_MOUSE	Q9D287	SPF27_MOUSE	Bcas2	225	Mus musculus OX=10090	1:Experimental evidence at protein level	Pre-mRNA-splicing factor SPF27	0.9999	0.999	3	25	25	25	0	0	0	0	0	0	2	1	2	2	1	1	1	2	1	0	3	0	3	1	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	2	1	1	1	2	1	0	3	0	3	1	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	2	1	1	1	2	1	0	3	0	3	1	1	0	0	0	2	1	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	66768.57	59848.605	66596.13	72610.734	68685.83	65960.195	56936.26	70159.18	68596.16	0.0	77411.26	0.0	58776.293	57782.426	52934.76	0.0	0.0	0.0	101916.54	66042.625	62579.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9D2C7|BI1_MOUSE	Q9D2C7	BI1_MOUSE	Tmbim6	237	Mus musculus OX=10090	1:Experimental evidence at protein level	Bax inhibitor 1	1.0	0.999	3	84	84	84	0	0	0	0	0	0	1	4	3	3	4	3	4	5	4	3	4	4	1	4	4	0	0	0	4	7	5	3	2	0	2	6	4	0	0	0	0	0	0	1	4	3	3	4	3	4	5	4	3	4	4	1	4	4	0	0	0	4	7	5	3	2	0	2	6	4	0	0	0	0	0	0	1	4	3	3	4	3	4	5	4	3	4	4	1	4	4	0	0	0	4	7	5	3	2	0	2	6	4	0.0	0.0	0.0	0.0	0.0	0.0	28917.338	95521.625	53256.973	106980.7	97278.02	110831.48	247679.97	234067.66	252775.05	236582.5	206440.53	236963.1	94071.08	119348.06	113512.9	0.0	0.0	0.0	193300.1	364920.62	247555.81	102621.84	145339.8	0.0	185354.3	118905.17	186302.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53163.34	73269.21	0.0	0.0	0.0	133779.14	137151.81	136427.45	124357.57	104323.01	125339.836	0.0	155264.95	156257.03	0.0	0.0	0.0	116118.92	153745.62	133079.55	137874.08	0.0	0.0	105732.87	158138.86	111414.57	
sp|Q9D2G2|ODO2_MOUSE	Q9D2G2	ODO2_MOUSE	Dlst	454	Mus musculus OX=10090	1:Experimental evidence at protein level	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial	1.0	0.999	35	1180	1180	1180	6	5	9	2	6	8	40	35	31	49	48	53	66	72	65	65	56	50	49	66	51	10	7	6	49	54	48	22	27	24	26	40	35	6	5	9	2	6	8	40	35	31	49	48	53	66	72	65	65	56	50	49	66	51	10	7	6	49	54	48	22	27	24	26	40	35	6	5	9	2	6	8	40	35	31	49	48	53	66	72	65	65	56	50	49	66	51	10	7	6	49	54	48	22	27	24	26	40	35	436357.47	613357.44	881986.56	186275.56	226667.98	295214.5	2601342.0	2532085.2	2704325.5	2472229.8	2400065.8	2385133.8	2283461.0	2205657.2	2297264.5	2619087.2	2410397.0	2429776.8	2182796.8	2183497.0	2192626.5	2129157.0	2001643.8	2250826.0	1505957.6	1552488.9	1570248.5	2185737.2	2117150.2	2142285.8	2181569.2	2123796.5	2113223.0	529275.9	694432.94	1058264.8	0.0	304767.97	406594.94	1149315.8	1230365.0	1213002.8	1335450.2	1327788.6	1283569.4	1418769.0	1206422.0	1270950.0	1216502.8	1253736.9	1177201.9	1165777.0	1097548.5	1283260.9	1005433.06	1078353.4	989435.2	960667.0	1115142.6	1079968.6	1041287.1	1070600.4	1037931.5	1111693.0	1064192.9	1028768.3	
sp|Q9D2M8|UB2V2_MOUSE	Q9D2M8	UB2V2_MOUSE	Ube2v2	145	Mus musculus OX=10090	1:Experimental evidence at protein level	Ubiquitin-conjugating enzyme E2 variant 2	0.9999	0.999	7	55	55	104	0	0	0	0	0	0	4	2	4	6	2	6	3	3	2	0	0	1	4	3	2	0	0	0	4	5	4	0	0	0	0	0	0	0	0	0	0	0	0	4	2	4	6	2	6	3	3	2	0	0	1	4	3	2	0	0	0	4	5	4	0	0	0	0	0	0	0	0	0	0	0	0	9	7	7	10	3	8	6	5	5	0	0	3	7	5	5	0	0	0	7	10	7	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	40330.13	35242.31	34107.375	43285.426	33466.617	34031.363	52983.137	57391.8	55390.926	0.0	0.0	35479.46	47686.156	43839.36	45850.953	0.0	0.0	0.0	59782.355	57980.04	56080.355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36403.867	40554.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9D2N9|VP33A_MOUSE	Q9D2N9	VP33A_MOUSE	Vps33a	598	Mus musculus OX=10090	1:Experimental evidence at protein level	Vacuolar protein sorting-associated protein 33A	0.9992	0.9989	2	3	3	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34930.695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28333.088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9D2Q8|S10AE_MOUSE	Q9D2Q8	S10AE_MOUSE	S100a14	104	Mus musculus OX=10090	1:Experimental evidence at protein level	Protein S100-A14	0.9397	0.999	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	93346.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9D2R0|AACS_MOUSE	Q9D2R0	AACS_MOUSE	Aacs	672	Mus musculus OX=10090	1:Experimental evidence at protein level	Acetoacetyl-CoA synthetase	1.0	0.999	28	613	613	613	4	2	5	2	2	7	29	29	26	26	32	28	28	22	22	22	17	23	29	27	34	9	6	5	21	24	21	12	14	16	19	31	19	4	2	5	2	2	7	29	29	26	26	32	28	28	22	22	22	17	23	29	27	34	9	6	5	21	24	21	12	14	16	19	31	19	4	2	5	2	2	7	29	29	26	26	32	28	28	22	22	22	17	23	29	27	34	9	6	5	21	24	21	12	14	16	19	31	19	147030.75	168989.8	166588.78	126039.73	125906.67	140319.33	610285.5	662186.8	645620.9	1240060.4	1321362.6	1194699.9	1046466.75	1046639.56	1082983.2	1155361.5	1187311.2	1094832.0	581581.2	563081.2	582948.06	489936.88	614577.0	209167.47	572174.56	365410.3	555972.5	465579.38	530802.2	203256.75	684199.0	656638.9	625138.6	0.0	0.0	424142.94	365749.5	410319.9	445505.03	345093.12	359795.97	349663.8	370784.47	394654.44	356993.8	378750.34	382974.0	370873.4	440954.2	447550.06	439386.66	287010.25	289098.56	281791.3	391622.75	383756.2	414872.72	238533.92	230894.67	251900.69	385909.78	354496.94	369779.25	380830.78	401174.97	359457.9	
sp|Q9D2R6|COA3_MOUSE	Q9D2R6	COA3_MOUSE	Coa3	108	Mus musculus OX=10090	1:Experimental evidence at protein level	Cytochrome c oxidase assembly factor 3 homolog, mitochondrial	0.9996	0.9988	2	3	3	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	79679.61	75860.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9D2R8|RT33_MOUSE	Q9D2R8	RT33_MOUSE	Mrps33	106	Mus musculus OX=10090	1:Experimental evidence at protein level	28S ribosomal protein S33, mitochondrial	0.9999	0.999	2	9	9	9	0	0	0	0	0	0	1	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	193257.1	0.0	192881.86	366622.06	341792.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9D2V5|AAR2_MOUSE	Q9D2V5	AAR2_MOUSE	Aar2	384	Mus musculus OX=10090	1:Experimental evidence at protein level	Protein AAR2 homolog	0.9412	0.9984	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47421.016	139118.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9D2V7|CORO7_MOUSE	Q9D2V7	CORO7_MOUSE	Coro7	922	Mus musculus OX=10090	1:Experimental evidence at protein level	Coronin-7	1.0	0.999	15	180	180	180	0	0	0	0	0	0	11	17	10	7	9	9	12	15	6	7	5	4	8	7	12	0	0	0	7	14	12	0	0	0	3	3	2	0	0	0	0	0	0	11	17	10	7	9	9	12	15	6	7	5	4	8	7	12	0	0	0	7	14	12	0	0	0	3	3	2	0	0	0	0	0	0	11	17	10	7	9	9	12	15	6	7	5	4	8	7	12	0	0	0	7	14	12	0	0	0	3	3	2	0.0	0.0	0.0	0.0	0.0	0.0	326607.2	310702.56	299173.9	190864.83	460882.16	194206.03	304012.84	264730.56	226701.86	138441.64	211338.66	186363.92	271427.03	261290.48	298322.1	0.0	0.0	0.0	266082.97	262594.38	289147.9	0.0	0.0	0.0	157762.53	121090.43	96651.47	0.0	0.0	0.0	0.0	0.0	0.0	155971.05	149836.95	141487.62	130048.76	140394.86	120249.63	155889.25	148385.0	148413.78	132252.75	131103.17	115063.53	143412.89	137707.36	150815.47	0.0	0.0	0.0	141708.4	137932.38	147509.89	0.0	0.0	0.0	115183.84	129188.625	106314.13	
sp|Q9D2Y4|MLKL_MOUSE	Q9D2Y4	MLKL_MOUSE	Mlkl	472	Mus musculus OX=10090	1:Experimental evidence at protein level	Mixed lineage kinase domain-like protein	0.9624	0.999	1	6	6	6	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	29187.477	0.0	0.0	0.0	32365.568	34258.047	0.0	0.0	0.0	0.0	0.0	0.0	16531.316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20999.674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9D338|RM19_MOUSE	Q9D338	RM19_MOUSE	Mrpl19	292	Mus musculus OX=10090	1:Experimental evidence at protein level	39S ribosomal protein L19, mitochondrial	1.0	0.999	5	65	65	65	0	1	0	0	0	0	10	4	13	4	1	2	1	3	3	0	1	0	7	6	4	0	0	0	2	0	1	0	0	0	0	1	1	0	1	0	0	0	0	10	4	13	4	1	2	1	3	3	0	1	0	7	6	4	0	0	0	2	0	1	0	0	0	0	1	1	0	1	0	0	0	0	10	4	13	4	1	2	1	3	3	0	1	0	7	6	4	0	0	0	2	0	1	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	98569.85	59864.08	111070.11	85881.664	77973.74	71393.06	0.0	0.0	0.0	0.0	0.0	0.0	48215.996	42818.93	46268.418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	106544.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59470.402	50280.027	54860.992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9D342|T170A_MOUSE	Q9D342	T170A_MOUSE	Tmem170a	144	Mus musculus OX=10090	2:Experimental evidence at transcript level	Transmembrane protein 170A	0.9341	0.9989	1	14	14	14	0	0	0	0	0	0	1	1	0	1	2	1	0	0	0	0	0	0	2	0	2	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	2	1	0	0	0	0	0	0	2	0	2	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	2	1	0	0	0	0	0	0	2	0	2	0	0	0	2	1	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	68308.44	58329.34	0.0	76828.086	89720.75	80669.4	0.0	0.0	0.0	0.0	0.0	0.0	194803.38	0.0	156042.61	0.0	0.0	0.0	250269.25	161614.53	212949.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9D358|PPAC_MOUSE	Q9D358	PPAC_MOUSE	Acp1	158	Mus musculus OX=10090	1:Experimental evidence at protein level	Low molecular weight phosphotyrosine protein phosphatase	1.0	0.999	10	239	239	239	0	0	0	0	0	0	9	9	10	11	12	9	12	12	8	9	15	7	13	15	9	9	2	6	13	11	12	1	3	1	2	9	10	0	0	0	0	0	0	9	9	10	11	12	9	12	12	8	9	15	7	13	15	9	9	2	6	13	11	12	1	3	1	2	9	10	0	0	0	0	0	0	9	9	10	11	12	9	12	12	8	9	15	7	13	15	9	9	2	6	13	11	12	1	3	1	2	9	10	0.0	0.0	0.0	0.0	0.0	0.0	514926.0	404507.8	482050.62	492199.44	497864.2	493980.62	410078.06	444612.44	415990.47	377176.9	411948.47	377464.56	575271.44	543148.8	576501.94	317287.84	287230.6	352459.72	520024.0	503832.38	514106.5	323621.56	327811.75	306822.34	429076.12	417629.0	433094.75	0.0	0.0	0.0	0.0	0.0	0.0	357668.28	275698.2	311053.06	324333.66	310817.5	310709.75	324978.84	334297.4	315892.53	294458.44	311903.4	291792.5	318214.88	317161.22	325562.78	357354.4	321349.88	386214.53	254980.67	337671.6	289422.53	0.0	357502.56	0.0	267968.2	248731.08	281081.16	
sp|Q9D379|HYEP_MOUSE	Q9D379	HYEP_MOUSE	Ephx1	455	Mus musculus OX=10090	1:Experimental evidence at protein level	Epoxide hydrolase 1	1.0	0.999	62	2166	2166	2166	7	7	13	12	11	6	88	80	82	80	85	85	95	96	105	61	70	70	115	128	124	22	28	23	106	114	114	52	48	50	59	70	60	7	7	13	12	11	6	88	80	82	80	85	85	95	96	105	61	70	70	115	128	124	22	28	23	106	114	114	52	48	50	59	70	60	7	7	13	12	11	6	88	80	82	80	85	85	95	96	105	61	70	70	115	128	124	22	28	23	106	114	114	52	48	50	59	70	60	407242.88	330354.4	633686.94	138374.31	143253.83	0.0	2134367.5	1778603.0	1876816.6	2438917.5	2435371.5	2383522.8	2811912.8	2801755.5	2821491.5	3133904.5	3076607.2	3167364.5	1882840.8	1901423.2	1949727.8	1573544.6	1750532.4	1736799.6	908809.9	966093.0	1108410.6	2187759.5	2636642.5	2113114.0	2535863.2	2508261.5	2371960.5	1092493.6	911697.8	908869.06	776772.6	823497.1	1149165.4	939662.25	944151.0	945388.06	946730.9	1016834.8	996229.3	1172209.9	1216500.1	1201825.1	1230077.8	1258766.0	1223661.0	857073.9	1057074.8	1070591.5	1068202.2	1202128.1	1244754.1	1175624.8	1197643.5	986877.0	1402783.9	1328203.5	1308060.8	1485745.8	1487581.4	1394693.2	
sp|Q9D394|RUFY3_MOUSE	Q9D394	RUFY3_MOUSE	Rufy3	469	Mus musculus OX=10090	1:Experimental evidence at protein level	Protein RUFY3	1.0	0.999	5	26	26	26	0	0	0	0	0	0	3	3	2	1	2	1	0	1	0	0	0	0	2	3	3	0	0	0	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	3	3	2	1	2	1	0	1	0	0	0	0	2	3	3	0	0	0	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	3	3	2	1	2	1	0	1	0	0	0	0	2	3	3	0	0	0	1	2	1	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	72731.71	118761.305	85974.984	57373.266	31508.562	34167.457	0.0	0.0	0.0	0.0	0.0	0.0	54069.227	120133.555	86705.234	0.0	0.0	0.0	40622.273	38809.812	43617.29	0.0	0.0	0.0	80197.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72731.71	83217.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81783.47	61255.895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
