Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	InGel_1_1 Spectral Count	InGel_1_2 Spectral Count	InGel_1_3 Spectral Count	InGel_1_4 Spectral Count	InGel_1_5 Spectral Count	InGel_1_6 Spectral Count	InGel_2_1 Spectral Count	InGel_2_2 Spectral Count	InGel_2_3 Spectral Count	InGel_2_4 Spectral Count	InGel_2_5 Spectral Count	InGel_2_6 Spectral Count	InTip_1_1 Spectral Count	InTip_1_2 Spectral Count	InTip_1_3 Spectral Count	InTip_1_4 Spectral Count	InTip_1_5 Spectral Count	InTip_1_6 Spectral Count	InTip_2_1 Spectral Count	InTip_2_2 Spectral Count	InTip_2_3 Spectral Count	InTip_2_4 Spectral Count	InTip_2_5 Spectral Count	InTip_2_6 Spectral Count	InGel_1_1 Unique Spectral Count	InGel_1_2 Unique Spectral Count	InGel_1_3 Unique Spectral Count	InGel_1_4 Unique Spectral Count	InGel_1_5 Unique Spectral Count	InGel_1_6 Unique Spectral Count	InGel_2_1 Unique Spectral Count	InGel_2_2 Unique Spectral Count	InGel_2_3 Unique Spectral Count	InGel_2_4 Unique Spectral Count	InGel_2_5 Unique Spectral Count	InGel_2_6 Unique Spectral Count	InTip_1_1 Unique Spectral Count	InTip_1_2 Unique Spectral Count	InTip_1_3 Unique Spectral Count	InTip_1_4 Unique Spectral Count	InTip_1_5 Unique Spectral Count	InTip_1_6 Unique Spectral Count	InTip_2_1 Unique Spectral Count	InTip_2_2 Unique Spectral Count	InTip_2_3 Unique Spectral Count	InTip_2_4 Unique Spectral Count	InTip_2_5 Unique Spectral Count	InTip_2_6 Unique Spectral Count	InGel_1_1 Total Spectral Count	InGel_1_2 Total Spectral Count	InGel_1_3 Total Spectral Count	InGel_1_4 Total Spectral Count	InGel_1_5 Total Spectral Count	InGel_1_6 Total Spectral Count	InGel_2_1 Total Spectral Count	InGel_2_2 Total Spectral Count	InGel_2_3 Total Spectral Count	InGel_2_4 Total Spectral Count	InGel_2_5 Total Spectral Count	InGel_2_6 Total Spectral Count	InTip_1_1 Total Spectral Count	InTip_1_2 Total Spectral Count	InTip_1_3 Total Spectral Count	InTip_1_4 Total Spectral Count	InTip_1_5 Total Spectral Count	InTip_1_6 Total Spectral Count	InTip_2_1 Total Spectral Count	InTip_2_2 Total Spectral Count	InTip_2_3 Total Spectral Count	InTip_2_4 Total Spectral Count	InTip_2_5 Total Spectral Count	InTip_2_6 Total Spectral Count	InGel_1_1 Intensity	InGel_1_2 Intensity	InGel_1_3 Intensity	InGel_1_4 Intensity	InGel_1_5 Intensity	InGel_1_6 Intensity	InGel_2_1 Intensity	InGel_2_2 Intensity	InGel_2_3 Intensity	InGel_2_4 Intensity	InGel_2_5 Intensity	InGel_2_6 Intensity	InTip_1_1 Intensity	InTip_1_2 Intensity	InTip_1_3 Intensity	InTip_1_4 Intensity	InTip_1_5 Intensity	InTip_1_6 Intensity	InTip_2_1 Intensity	InTip_2_2 Intensity	InTip_2_3 Intensity	InTip_2_4 Intensity	InTip_2_5 Intensity	InTip_2_6 Intensity	InGel_1_1 MaxLFQ Intensity	InGel_1_2 MaxLFQ Intensity	InGel_1_3 MaxLFQ Intensity	InGel_1_4 MaxLFQ Intensity	InGel_1_5 MaxLFQ Intensity	InGel_1_6 MaxLFQ Intensity	InGel_2_1 MaxLFQ Intensity	InGel_2_2 MaxLFQ Intensity	InGel_2_3 MaxLFQ Intensity	InGel_2_4 MaxLFQ Intensity	InGel_2_5 MaxLFQ Intensity	InGel_2_6 MaxLFQ Intensity	InTip_1_1 MaxLFQ Intensity	InTip_1_2 MaxLFQ Intensity	InTip_1_3 MaxLFQ Intensity	InTip_1_4 MaxLFQ Intensity	InTip_1_5 MaxLFQ Intensity	InTip_1_6 MaxLFQ Intensity	InTip_2_1 MaxLFQ Intensity	InTip_2_2 MaxLFQ Intensity	InTip_2_3 MaxLFQ Intensity	InTip_2_4 MaxLFQ Intensity	InTip_2_5 MaxLFQ Intensity	InTip_2_6 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q9CZD3|GARS_MOUSE	Q9CZD3	GARS_MOUSE	Gars	729	Mus musculus OX=10090	1:Experimental evidence at protein level	Glycine--tRNA ligase	1.0	0.999	27	451	451	451	6	11	7	7	5	4	10	10	8	10	11	11	30	29	23	28	22	27	25	39	26	32	36	34	6	11	7	7	5	4	10	10	8	10	11	11	30	29	23	28	22	27	25	39	26	32	36	34	6	11	7	7	5	4	10	10	8	10	11	11	30	29	23	28	22	27	25	39	26	32	36	34	186585.2	48111.23	196540.06	30152.557	0.0	182102.48	214542.94	244808.47	251980.75	192800.58	178389.94	226290.62	258728.38	280688.94	117595.54	308842.5	289603.9	112440.17	50163.027	205468.0	0.0	155765.06	280350.12	52256.598	149995.66	92239.414	151528.14	118918.96	66405.77	135594.7	119217.84	144531.89	134571.77	122733.6	118808.78	134615.95	139977.83	141811.06	126701.914	147809.69	135240.72	132436.52	152099.2	154466.72	138879.81	119104.375	159216.72	173270.03	
sp|Q9CZE3|RAB32_MOUSE	Q9CZE3	RAB32_MOUSE	Rab32	223	Mus musculus OX=10090	1:Experimental evidence at protein level	Ras-related protein Rab-32	1.0	0.999	9	101	89	101	3	7	2	5	0	6	1	3	4	4	1	6	8	6	10	9	6	8	2	2	1	3	1	3	3	7	2	5	0	6	1	3	4	4	1	6	7	5	8	7	4	7	1	1	1	2	1	3	3	7	2	5	0	6	1	3	4	4	1	6	8	6	10	9	6	8	2	2	1	3	1	3	78901.11	76666.19	72224.56	89097.414	0.0	82954.766	40411.793	35051.066	74950.42	75269.42	39430.855	30393.293	39347.152	75414.25	71429.266	43049.9	80936.33	69183.65	43680.11	25946.656	49523.184	29678.428	29276.057	20239.145	52336.875	52123.34	41085.06	56184.65	0.0	53404.426	0.0	53525.03	55752.27	53321.973	0.0	46458.324	58824.938	55361.082	53156.99	65202.18	58375.926	51307.426	45418.58	43447.566	0.0	49544.434	0.0	0.0	
sp|Q9CZH3|PSMG3_MOUSE	Q9CZH3	PSMG3_MOUSE	Psmg3	122	Mus musculus OX=10090	1:Experimental evidence at protein level	Proteasome assembly chaperone 3	1.0	0.999	2	21	21	21	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	4	3	2	2	5	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	4	3	2	2	5	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	4	3	2	2	5	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13319.024	0.0	0.0	12078.593	0.0	10389.856	0.0	32498.672	40386.406	32294.568	29115.24	27156.756	37060.504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	131526.52	47819.555	0.0	
sp|Q9CZL5|PHS2_MOUSE	Q9CZL5	PHS2_MOUSE	Pcbd2	136	Mus musculus OX=10090	1:Experimental evidence at protein level	Pterin-4-alpha-carbinolamine dehydratase 2	1.0	0.9989	2	16	16	16	1	3	1	1	0	1	1	0	2	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	1	3	1	1	0	1	1	0	2	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	1	3	1	1	0	1	1	0	2	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	76148.27	119084.37	75395.26	0.0	0.0	92721.79	58166.18	0.0	135845.06	0.0	0.0	0.0	0.0	132696.8	125657.03	146007.56	152946.42	126867.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9CZM2|RL15_MOUSE	Q9CZM2	RL15_MOUSE	Rpl15	204	Mus musculus OX=10090	1:Experimental evidence at protein level	60S ribosomal protein L15	1.0	0.999	15	787	787	787	32	26	38	24	21	25	31	34	35	35	34	35	31	32	32	33	39	35	38	27	38	37	42	33	32	26	38	24	21	25	31	34	35	35	34	35	31	32	32	33	39	35	38	27	38	37	42	33	32	26	38	24	21	25	31	34	35	35	34	35	31	32	32	33	39	35	38	27	38	37	42	33	1094581.5	1120753.4	1043308.6	1130695.4	1422086.6	1207795.6	1266600.1	1079816.2	1261161.9	1087503.2	1225299.5	1221594.8	1230523.5	1283753.0	1302200.2	1125174.0	1284718.4	1293097.2	1829018.5	1267588.2	1947068.8	1569424.5	1302631.0	1740229.0	662883.75	737153.06	678418.2	731693.1	808002.6	727178.6	727857.4	622066.6	720812.8	700858.44	684640.7	714636.25	883826.2	852478.75	874020.5	872728.0	849547.06	852615.94	1010129.25	727149.25	1041704.75	857531.25	764009.94	911668.6	
sp|Q9CZN7|GLYM_MOUSE	Q9CZN7	GLYM_MOUSE	Shmt2	504	Mus musculus OX=10090	1:Experimental evidence at protein level	Serine hydroxymethyltransferase, mitochondrial	1.0	0.999	50	1742	1638	1742	47	64	61	48	55	64	61	61	51	60	45	56	93	102	93	93	108	94	79	88	63	95	81	80	47	64	61	48	55	64	54	55	45	54	42	52	86	96	87	86	101	86	78	80	61	87	73	76	47	64	61	48	55	64	61	61	51	60	45	56	93	102	93	93	108	94	79	88	63	95	81	80	2281589.5	2238676.5	2234694.2	2307342.0	2875998.0	2327531.5	1790234.0	1692122.6	1642773.6	1727048.1	1769399.5	1585878.8	1803997.2	1884316.5	1826213.0	1805638.5	1885707.5	1810185.2	2092181.8	1680700.0	1830209.8	1720994.6	1695102.0	1865254.9	1066716.2	1022031.8	1069748.6	1093694.8	1302128.5	1103563.5	807571.25	804454.25	750328.6	833393.94	820484.94	764174.3	985032.94	924586.9	926952.06	907513.8	963755.9	977959.0	814914.8	778064.3	734884.9	798897.25	767969.9	767832.94	
sp|Q9CZN8|GATA_MOUSE	Q9CZN8	GATA_MOUSE	Qrsl1	525	Mus musculus OX=10090	1:Experimental evidence at protein level	Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial	1.0	0.999	4	10	10	10	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	2	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	2	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	2	1	1	2	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20133.47	29254.408	0.0	0.0	0.0	0.0	0.0	0.0	24470.986	23058.734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9CZP5|BCS1_MOUSE	Q9CZP5	BCS1_MOUSE	Bcs1l	418	Mus musculus OX=10090	1:Experimental evidence at protein level	Mitochondrial chaperone BCS1	1.0	0.999	5	11	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	2	0	0	5	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9CZR4|CKLF8_MOUSE	Q9CZR4	CKLF8_MOUSE	Cmtm8	173	Mus musculus OX=10090	2:Experimental evidence at transcript level	CKLF-like MARVEL transmembrane domain-containing protein 8	0.9992	0.999	2	13	13	13	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	1	1	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	1	1	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	1	1	5	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26193.666	0.0	18408.39	36537.617	32291.984	28779.592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9CZR8|EFTS_MOUSE	Q9CZR8	EFTS_MOUSE	Tsfm	324	Mus musculus OX=10090	1:Experimental evidence at protein level	Elongation factor Ts, mitochondrial	1.0	0.999	7	48	48	48	0	0	0	0	0	0	2	1	1	0	0	0	6	3	2	4	3	3	2	4	3	6	6	2	0	0	0	0	0	0	2	1	1	0	0	0	6	3	2	4	3	3	2	4	3	6	6	2	0	0	0	0	0	0	2	1	1	0	0	0	6	3	2	4	3	3	2	4	3	6	6	2	0.0	0.0	0.0	0.0	0.0	0.0	27842.453	60770.586	0.0	0.0	0.0	0.0	191154.83	149514.02	86147.82	204250.97	177504.94	194095.94	90871.86	40781.36	0.0	60554.92	26041.002	103556.08	0.0	0.0	0.0	0.0	0.0	0.0	31691.168	0.0	0.0	0.0	0.0	0.0	107110.234	84188.766	0.0	114551.805	100442.78	110072.87	88710.8	51037.44	0.0	69385.4	36503.28	98717.92	
sp|Q9CZS1|AL1B1_MOUSE	Q9CZS1	AL1B1_MOUSE	Aldh1b1	519	Mus musculus OX=10090	1:Experimental evidence at protein level	Aldehyde dehydrogenase X, mitochondrial	1.0	0.999	37	1017	985	1216	6	10	10	13	8	23	28	65	66	44	39	34	34	61	31	34	54	45	50	103	61	88	72	38	6	9	10	12	7	19	27	61	61	42	37	32	34	61	31	34	54	45	48	101	60	85	72	37	18	20	18	20	10	34	35	69	72	54	45	44	44	71	42	46	63	56	55	108	69	98	81	44	325962.25	983317.7	1214923.5	1515583.1	249947.88	1653087.4	1105674.0	3446560.5	2672685.0	2128844.5	1964944.6	825660.0	717656.1	1273676.2	538728.3	721378.44	1323162.8	1096929.4	544126.06	1547521.2	685772.3	1097396.9	952958.3	280469.5	190579.05	529069.2	618329.4	865521.44	188744.84	947668.8	513866.94	1479702.6	1096966.5	704595.7	810583.6	385514.34	389641.28	694089.9	285038.47	414752.1	748344.25	660165.94	478859.56	1175941.6	684565.6	745453.4	622387.75	406001.94	
sp|Q9CZU3|MTREX_MOUSE	Q9CZU3	MTREX_MOUSE	Mtrex	1040	Mus musculus OX=10090	1:Experimental evidence at protein level	Exosome RNA helicase MTR4	1.0	0.999	6	18	18	18	0	2	0	1	0	2	2	2	0	1	2	0	0	2	0	0	1	0	0	2	0	0	1	0	0	2	0	1	0	2	2	2	0	1	2	0	0	2	0	0	1	0	0	2	0	0	1	0	0	2	0	1	0	2	2	2	0	1	2	0	0	2	0	0	1	0	0	2	0	0	1	0	0.0	43594.426	0.0	0.0	0.0	40018.086	36418.66	45200.703	0.0	0.0	45008.715	0.0	0.0	41430.95	0.0	0.0	73842.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46829.598	0.0	55339.72	0.0	0.0	50339.83	0.0	0.0	48483.617	0.0	0.0	0.0	0.0	0.0	49097.266	0.0	0.0	0.0	0.0	
sp|Q9CZU6|CISY_MOUSE	Q9CZU6	CISY_MOUSE	Cs	464	Mus musculus OX=10090	1:Experimental evidence at protein level	Citrate synthase, mitochondrial	1.0	0.999	36	1167	1167	1167	36	37	35	31	36	34	43	34	36	36	33	36	66	57	66	60	58	67	60	55	47	71	57	76	36	37	35	31	36	34	43	34	36	36	33	36	66	57	66	60	58	67	60	55	47	71	57	76	36	37	35	31	36	34	43	34	36	36	33	36	66	57	66	60	58	67	60	55	47	71	57	76	3273660.5	3424591.5	2856391.2	3186706.5	3456340.5	2999359.8	3513659.0	1958054.6	2480801.2	2989254.0	2396233.8	2859760.2	4293097.5	4208280.0	3448529.5	3105642.0	3222474.5	3294989.0	3491429.0	2567698.8	2561699.8	2650550.8	3042216.8	3785159.5	1775268.0	1855285.5	1619299.6	1714825.8	1759365.4	1693192.0	1432645.8	1004177.4	1184659.1	1366632.4	1194377.6	1485607.6	1538874.4	1656742.0	1643109.0	1458737.9	1578838.0	1588529.5	1545505.1	1227271.5	1263883.1	1409958.9	1315754.1	1610194.8	
sp|Q9CZW4|ACSL3_MOUSE	Q9CZW4	ACSL3_MOUSE	Acsl3	720	Mus musculus OX=10090	1:Experimental evidence at protein level	Long-chain-fatty-acid--CoA ligase 3	1.0	0.999	6	18	18	22	1	1	1	0	0	1	0	0	0	1	0	0	2	1	2	2	3	2	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	2	1	2	2	3	2	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	3	2	2	3	4	2	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66562.89	61242.258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9CZW5|TOM70_MOUSE	Q9CZW5	TOM70_MOUSE	Tomm70	611	Mus musculus OX=10090	1:Experimental evidence at protein level	Mitochondrial import receptor subunit TOM70	1.0	0.999	21	521	521	521	15	16	15	18	11	9	25	20	23	22	16	31	31	20	24	24	27	19	24	21	26	33	30	21	15	16	15	18	11	9	25	20	23	22	16	31	31	20	24	24	27	19	24	21	26	33	30	21	15	16	15	18	11	9	25	20	23	22	16	31	31	20	24	24	27	19	24	21	26	33	30	21	193657.11	208657.1	166798.17	186804.38	79048.0	117340.75	371173.12	290816.9	287181.03	359679.03	297304.12	362379.7	303347.22	310778.84	308414.22	257416.9	238594.44	278025.34	330312.12	353024.75	309323.88	384497.38	411428.8	320473.94	185045.4	196260.36	183309.25	167044.55	128979.375	167819.9	206540.97	164761.6	190534.0	209120.84	183414.52	205761.42	182360.58	195211.92	210902.19	186073.1	165567.34	202935.14	218705.9	179990.84	190014.47	207543.83	205849.69	212963.44	
sp|Q9CZX0|ELP3_MOUSE	Q9CZX0	ELP3_MOUSE	Elp3	547	Mus musculus OX=10090	1:Experimental evidence at protein level	Elongator complex protein 3	1.0	0.999	4	50	50	50	1	0	0	0	0	0	0	0	0	0	0	1	6	5	7	5	8	3	2	2	0	5	5	0	1	0	0	0	0	0	0	0	0	0	0	1	6	5	7	5	8	3	2	2	0	5	5	0	1	0	0	0	0	0	0	0	0	0	0	1	6	5	7	5	8	3	2	2	0	5	5	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78299.14	79497.47	84233.85	78731.55	91482.625	82244.03	30542.977	28802.963	0.0	47274.52	54319.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44355.055	42981.67	46635.137	44561.777	51314.234	46580.965	17061.777	0.0	0.0	26616.844	30680.725	0.0	
sp|Q9CZX8|RS19_MOUSE	Q9CZX8	RS19_MOUSE	Rps19	145	Mus musculus OX=10090	1:Experimental evidence at protein level	40S ribosomal protein S19	1.0	0.999	17	495	495	495	7	10	6	10	13	9	16	21	17	21	21	23	22	19	26	25	23	19	33	29	30	38	28	29	7	10	6	10	13	9	16	21	17	21	21	23	22	19	26	25	23	19	33	29	30	38	28	29	7	10	6	10	13	9	16	21	17	21	21	23	22	19	26	25	23	19	33	29	30	38	28	29	1186278.4	1233869.4	1177490.2	1177528.8	756984.5	1239694.9	1319450.0	1251159.8	1239509.6	1133481.9	1246149.6	1106062.2	966870.56	1037373.75	1048852.8	1044544.75	1008756.25	1029447.0	542440.8	716028.75	535331.9	922363.3	980503.0	593084.9	799947.3	807879.06	793034.6	665352.1	539160.9	773124.06	598652.8	588787.8	652969.2	624716.9	547735.25	655242.5	686729.6	690598.25	697581.4	673353.44	630302.1	667516.0	589066.9	707817.0	588179.94	653952.5	658427.6	601553.56	
sp|Q9CZX9|EMC4_MOUSE	Q9CZX9	EMC4_MOUSE	Emc4	183	Mus musculus OX=10090	1:Experimental evidence at protein level	ER membrane protein complex subunit 4	1.0	0.999	4	44	44	44	5	1	2	3	0	3	1	2	1	2	1	1	1	5	1	3	3	1	0	3	0	2	1	2	5	1	2	3	0	3	1	2	1	2	1	1	1	5	1	3	3	1	0	3	0	2	1	2	5	1	2	3	0	3	1	2	1	2	1	1	1	5	1	3	3	1	0	3	0	2	1	2	70289.54	76140.65	58251.58	59184.945	0.0	59484.86	54054.188	49146.066	49869.25	46203.047	49407.47	55539.34	63057.51	71403.07	78846.93	66255.54	60285.016	64666.777	0.0	33996.69	0.0	48983.375	51067.387	0.0	66495.92	0.0	0.0	66366.72	0.0	56074.188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70934.35	0.0	0.0	60683.363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9CZY3|UB2V1_MOUSE	Q9CZY3	UB2V1_MOUSE	Ube2v1	147	Mus musculus OX=10090	1:Experimental evidence at protein level	Ubiquitin-conjugating enzyme E2 variant 1	1.0	0.999	7	309	234	309	9	11	14	12	17	12	9	15	10	17	16	11	11	12	10	15	13	10	16	13	14	9	19	14	5	9	11	10	13	7	7	10	8	12	13	9	9	7	6	11	10	7	14	10	13	7	14	12	9	11	14	12	17	12	9	15	10	17	16	11	11	12	10	15	13	10	16	13	14	9	19	14	306805.8	341230.47	269328.25	364664.44	369849.22	337928.84	216637.83	228072.83	98711.42	207186.66	258315.84	201014.64	389190.75	382055.38	399007.34	380619.72	402781.97	403429.22	350864.66	327103.62	339577.34	254412.58	323881.62	300486.5	200661.12	182432.42	177296.69	188167.94	199108.64	225988.12	129995.79	141927.06	139397.22	132899.94	147494.3	123881.88	226717.95	237756.08	225728.39	219897.98	239590.94	233167.23	215695.33	178796.48	213002.52	146774.1	189805.58	184924.38	
sp|Q9D020|5NT3A_MOUSE	Q9D020	5NT3A_MOUSE	Nt5c3a	331	Mus musculus OX=10090	1:Experimental evidence at protein level	Cytosolic 5'-nucleotidase 3A	0.9774	0.999	2	7	7	7	0	0	0	0	0	1	0	0	0	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20162.037	19801.107	15654.283	20026.385	16966.207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9D023|MPC2_MOUSE	Q9D023	MPC2_MOUSE	Mpc2	127	Mus musculus OX=10090	1:Experimental evidence at protein level	Mitochondrial pyruvate carrier 2	1.0	0.999	8	410	408	410	5	10	9	13	5	8	14	10	14	16	9	26	28	25	29	28	20	28	17	23	17	17	15	24	5	9	9	13	5	8	14	10	14	16	9	26	28	25	29	28	20	27	17	23	17	17	15	24	5	10	9	13	5	8	14	10	14	16	9	26	28	25	29	28	20	28	17	23	17	17	15	24	162542.6	223806.06	171069.86	205852.98	157654.33	179227.58	227377.55	119262.97	200446.97	239718.94	119678.78	315555.88	152908.22	168643.9	120996.17	84291.85	65436.375	118563.64	328243.8	147249.75	300688.06	263994.62	157379.56	291399.12	129640.586	148645.67	133391.89	154583.19	105795.984	140990.86	133248.83	106517.82	105605.6	135828.17	103359.95	167620.72	183985.73	180807.19	232437.75	283685.47	175092.9	213060.67	220833.03	123964.81	201847.27	181304.95	119359.945	196339.9	
sp|Q9D024|CCD47_MOUSE	Q9D024	CCD47_MOUSE	Ccdc47	483	Mus musculus OX=10090	1:Experimental evidence at protein level	Coiled-coil domain-containing protein 47	1.0	0.999	18	283	283	283	7	5	9	6	11	11	13	12	13	14	15	14	12	8	11	9	5	14	19	17	14	20	13	11	7	5	9	6	11	11	13	12	13	14	15	14	12	8	11	9	5	14	19	17	14	20	13	11	7	5	9	6	11	11	13	12	13	14	15	14	12	8	11	9	5	14	19	17	14	20	13	11	170797.53	153135.69	172707.73	161002.0	246049.0	192710.94	173864.53	172186.75	177444.23	184419.3	195917.84	198341.45	198160.2	171504.62	184954.45	194039.27	155904.22	176563.92	283501.03	123992.92	291600.78	254829.62	231549.22	226431.4	89048.7	103604.6	72098.38	110821.05	121320.54	85588.766	91640.24	97605.445	92860.33	85320.914	96398.57	97107.84	93217.36	85832.266	85636.76	98710.93	113874.53	78133.2	174288.78	130284.445	205434.34	144963.4	141221.14	138554.27	
sp|Q9D051|ODPB_MOUSE	Q9D051	ODPB_MOUSE	Pdhb	359	Mus musculus OX=10090	1:Experimental evidence at protein level	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	1.0	0.999	21	1056	1056	1056	22	21	25	32	22	31	35	36	38	25	38	45	76	79	66	55	54	67	46	47	36	61	56	43	22	21	25	32	22	31	35	36	38	25	38	45	76	79	66	55	54	67	46	47	36	61	56	43	22	21	25	32	22	31	35	36	38	25	38	45	76	79	66	55	54	67	46	47	36	61	56	43	1190374.2	1244711.2	1155735.2	1324184.5	1177707.2	1278344.0	807812.56	752242.3	756216.1	794365.0	738684.8	865746.8	908278.8	1043778.25	1045354.75	967813.56	987742.3	1007880.0	560427.3	597351.9	604710.06	712914.44	778768.06	546418.6	697038.4	773825.44	722007.0	743661.56	459491.7	755329.3	404974.97	364388.7	435986.8	360691.8	412682.25	428725.2	738119.56	784501.3	797592.94	722597.1	708941.94	746391.5	332856.2	375815.78	321696.94	443767.1	443787.97	361049.34	
sp|Q9D071|MMS19_MOUSE	Q9D071	MMS19_MOUSE	Mms19	1031	Mus musculus OX=10090	1:Experimental evidence at protein level	MMS19 nucleotide excision repair protein homolog	1.0	0.999	5	41	41	41	3	0	0	3	1	0	1	2	1	2	0	0	5	3	3	3	2	3	1	0	1	4	2	1	3	0	0	3	1	0	1	2	1	2	0	0	5	3	3	3	2	3	1	0	1	4	2	1	3	0	0	3	1	0	1	2	1	2	0	0	5	3	3	3	2	3	1	0	1	4	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21569.016	0.0	0.0	26721.205	19697.17	0.0	0.0	32251.805	0.0	0.0	0.0	0.0	21356.963	0.0	0.0	
